	metab_id	Apc_F_1	Apc_F_2	Apc_F_3	Apc_F_4	Apc_F_5	Apc_F_6	Apc_F_7	Apc_F_8	Apc_F_9	Apc_M_1	Apc_M_2	Apc_M_3	Apc_M_4	Apc_M_5	Apc_M_6	Apc_M_7	Apc_M_8	WT_F_1	WT_F_10	WT_F_11	WT_F_2	WT_F_3	WT_F_4	WT_F_5	WT_F_6	WT_F_7	WT_F_8	WT_F_9	WT_M_1	WT_M_10	WT_M_2	WT_M_3	WT_M_4	WT_M_5	WT_M_6	WT_M_7	WT_M_8	WT_M_9	FC	FDR	.	log2FC	Metabolite	ID	KEGG.Compound.ID	Library.ID	group
29	metab_3115	4.99439045079775	5.10108897135377	4.94218590198454	4.90028234273389	5.21351019037037	5.47055203907888	4.61548306474772	5.31831000739588	5.24382281281913	5.07326469461641	5.30542072245753	4.3260898814836	4.62997107522422	4.92196759972191	4.36299314664544	4.34248604573784	5.15170895748868	5.07214823290991	5.19448344728033	5.45891925180645	5.1593010646133	4.98433041928148	5.71798386374422	5.34976357409863	5.42238705233153	5.14957406645535	4.63601706716208	5.43645177116411	5.98937801042198	5.66986570069942	5.57021312105857	5.71549980188001	5.49197052322349	5.60980884915068	5.85390683718709	5.87265445007222	5.40079658164547	5.78720127317217	0.907486328765093	0.00597659082966651	1.31319519019687	-0.140052185741915	Arg Glu	pos_3246	-	-	WT
28	metab_19553	4.56459748688115	4.41289299846431	4.28309664595788	4.5514002694215	4.26353706629604	4.65993539138411	4.56535068186014	3.84158497256223	4.26346880690497	3.62771173192532	3.54122870714355	3.96317145195168	3.01362521322589	3.41950331494664	3.73418621539385	3.34830716720213	4.00384785518998	4.35946111875193	4.21351882627582	4.5175851853937	4.53888787480729	4.1730563950501	4.71493663956735	4.722898997384	5.01388676930599	4.012690110406	4.23708885016292	4.47407014843902	5.12051576858483	4.36729189366526	4.92254974639001	5.10087993669753	4.81014036241648	4.91449274543788	4.17404981853745	4.38967878247639	4.22139035615902	4.16782352242024	0.889820623525098	0.02284367779924	1.29890754945099	-0.168413558395936	Simmondsin	neg_8639	-	HMDB0030394	WT
1	metab_10345	4.56266121895598	4.51593372843165	4.56689919506095	4.50717668426306	3.84093586879498	5.27114214727842	4.94345535151959	4.02793976979081	4.81827149300983	3.94481548738331	4.59142664981052	3.34300030784995	3.55215826292675	3.91101328478778	4.37487048728743	3.59019518187289	4.76809394997382	5.27634140842548	4.30637846735894	5.00374618404956	5.1345758011215	4.23592524590365	4.54314197682749	5.52988861449097	5.46159283919096	5.1773061287947	4.60960025611488	4.85599568057676	5.25772111391939	4.80984866606409	5.14251417744557	5.45563887256726	4.62190010623632	5.53860762557848	4.4083347348966	5.03104699083575	5.06899614915236	4.73010271693595	0.880955226289191	0.0219373456686706	1.20904613340929	-0.182859397480611	Asn Val	pos_11391	-	-	WT
17	metab_17656	4.51359907691315	4.63879602021155	4.20408203118961	4.50804950518181	4.76086396797228	4.79668278431061	4.74889900355924	4.32435252579066	3.95839580258293	4.1196420360406	3.72426980027579	3.72426980027579	3.92818925203402	3.72426980027579	3.72426980027579	4.24439810711368	4.30473001704416	4.57592345372269	4.28744647645852	4.53286722896274	4.63603973687765	4.6775861874635	4.62614337788649	4.43763612259157	4.36521055709912	4.79427271797621	4.20983697221616	4.17193492765607	5.4422990767441	5.43522574391096	5.23122678117508	5.37339582150613	5.4839238949367	4.6060833288551	5.24685011728573	4.92464249067498	4.693810466331	4.84121304407011	0.880870958302936	0.00735832781267601	1.4291280931764	-0.182997405426039	Trans-2-trans-4-Heptadien-1-ol	neg_6623	-	HMDB0032301;LMFA05000701	WT
5	metab_11729	6.14086695987986	6.16828861636883	5.91993026178293	6.26724992559401	5.67405490953204	5.51260603039961	5.91509312003446	5.64215077417884	5.58244235899309	5.56877884055544	5.42428189445307	5.68913891888442	5.7352781411301	5.57681475955603	5.83809153911287	6.00827252088229	5.06700439209592	5.99448291916302	6.54715678882713	6.08179916375075	6.28611712054433	7.16077102630136	7.10428669172714	6.65416918114522	6.75291764019058	6.57970944690005	7.3162419901663	6.19736759091672	5.60110308798766	7.06861736430697	5.91842928471513	5.647018910506	6.04880584672806	5.84166716831821	7.30617777382001	7.25772253209516	7.23849811830286	7.30045992587092	0.877920302674483	0.00579841678184015	1.34355847081898	-0.187838116578907	(-)-Stercobilin	neg_111	-	HMDB0240259	WT
6	metab_1208	5.69106429680536	5.80177766475147	5.64571531251887	5.8619892828356	5.05415428819105	4.95272144457937	5.00040651980014	4.90106525903942	4.85559679059232	4.94021330199439	4.5540494410897	4.79601588491107	4.78165755335159	4.87811066967804	4.85882690303205	5.34153292368512	4.46021965364622	5.47469852934641	6.03725298425686	5.6949722677858	5.83878944900225	6.60095523517359	6.61126076041645	6.11287052583241	6.29679729363043	6.19368449937073	6.75623202367787	5.7324595937935	5.01883697605879	6.52414679836848	5.31315491645568	5.56362358666393	5.57853329949528	5.33425823814335	6.65713754765545	6.71798729312355	6.61411440433916	6.7094590706774	0.846148653501115	0.00126376148513784	1.61346737064419	-0.24101695302064	Leu Thr Ser Lys Tyr	pos_1245	-	-	WT
24	metab_18009	2.43335917223921	2.45417180490541	2.43335917223921	2.43335917223921	3.58071450180649	3.60925244384435	2.83036536139839	3.12880983545749	2.87961882225679	3.46512188449065	3.05659498371125	2.46316351076835	3.00051144356861	3.03991155240914	2.88751707069428	2.72084803397348	2.46316351076835	3.02803758521952	3.09049050987517	3.10877892298544	3.45905671627439	3.03968203504465	3.02241912805912	2.67583000130002	3.22101885668119	3.24553004012442	2.51058976808565	3.33035068188995	3.93089452983946	4.44324194917354	3.64700479987621	3.84425562930314	4.22599140284982	3.69727274194978	3.6385963603703	3.857787194685	3.01379816351373	3.61582630021534	0.837826812219731	0.0219373456686706	1.27790993497791	-0.255276040669218	2-Nonenal	neg_7027	-	HMDB0255708;LMFA06000041;HMDB0031269	WT
3	metab_11491	3.15886879943897	3.15886879943897	3.15886879943897	3.15886879943897	3.15886879943897	4.94053197173761	3.15886879943897	4.20371015813151	3.15886879943897	4.59915433993269	4.34734763292237	3.44465193692397	3.44465193692397	3.44465193692397	3.44465193692397	3.44465193692397	3.44465193692397	4.58026939831901	4.94690277772332	4.35015724523753	4.63526231516705	3.99212473698518	3.99212473698518	4.85767860348458	4.44853526795483	4.59292946404139	3.99212473698518	5.08649206581601	4.38572293326599	4.60176310365394	4.38572293326599	4.38572293326599	5.02361435099334	4.38572293326599	4.69693379234642	4.84298258968559	4.38572293326599	4.38572293326599	0.829746293660037	0.00597659082966651	1.64744671711263	-0.269257814850406	Ser Ser Ser Lys	pos_12764	-	-	WT
39	metab_7419	5.73873701035498	5.54191491924242	5.58717850223328	5.75613654403963	5.06010150474232	5.31605063463458	5.98327158972894	4.38388913011779	4.38388913011779	3.30443587788343	3.30443587788343	4.40679469134487	3.30443587788343	3.30443587788343	3.30443587788343	4.92252773014215	3.30443587788343	5.4031751101405	5.62139768808486	4.21750878454248	4.95009767387146	6.5423474924701	6.93639627928394	6.14918580595661	5.54451968389461	5.82927470213883	6.63511105519261	4.63303374263306	5.25767841016597	6.56606033097691	5.25767841016597	5.30181929179645	5.38279006466492	5.25767841016597	7.11007605508583	6.21652123621608	6.47610816829404	6.16496785532615	0.780841911681809	0.00579841678184015	1.45283445998861	-0.356897603266376	L-Urobilinogen	pos_8168	C05789	HMDB0004157	WT
34	metab_4830	4.8159488124929	4.48607854858045	4.43913191480165	5.03363010017078	4.14624441115465	3.86824805832133	4.36205376385255	3.94822058445112	4.11927731879263	4.20439474426696	4.08707592235098	4.00289720148182	3.56772136004716	4.17579762034275	3.86180013697135	5.01128123631982	3.72827266569415	5.00583458603232	5.75015885360681	5.40252369117646	5.46298953668969	6.40286711066276	6.29407492744375	5.87465659639233	5.98870513452013	5.88313861063873	6.67982838937582	5.52426710221417	4.06656894126538	6.57769832579934	4.17917724434597	4.46861849552712	5.28463318681101	4.65118089904948	6.60857561031995	6.68746900329706	6.67363864170829	6.78906992068399	0.760971136443567	0.00134402735245241	1.68277083672828	-0.394086361394342	Beta-Doradecin	pos_5126	-	HMDB0039143	WT
20	metab_17877	1.86630927433386	4.09869615257874	3.61082178673512	3.64014802898136	3.56049775244532	1.86630927433386	1.86630927433386	1.86630927433386	1.86630927433386	2.45888128661805	2.45888128661805	3.8774350539379	4.1879525692497	2.45888128661805	2.45888128661805	2.45888128661805	3.60148861680227	4.84030393914485	2.51869723237621	3.61208563743201	4.2051683617746	4.74364833413371	5.15286529693805	4.8120797530163	5.09155832345757	4.53486773005742	5.23597243675799	4.11869262748424	5.79178048652236	4.97253420619035	4.90742876114284	4.29176433317367	3.99859497191927	5.48145932483481	5.27145551980875	5.51454715413833	5.11397927271433	5.11156105874507	0.602792268961177	4.60295461363859e-06	1.61695438458276	-0.730267180942492	Avenestergenin A2	neg_6885	-	HMDB0035262	WT
