metab_id	Metabolite	ID	m/z	Retention time	Mode	Adducts	Formula	Fragmentation Score	Theoretical Fragmentation Score	Mass Error (ppm)	KEGG Compound ID	Library ID	CAS ID
metab_2562	metab_2562	pos_2632	297.010139972	0.461416666667	pos	-	-	-	-	-	-	-	-
metab_2563	metab_2563	pos_2633	265.154534905	2.70685	pos	-	-	-	-	-	-	-	-
metab_2564	metab_2564	pos_2634	456.317957556	2.70685	pos	-	-	-	-	-	-	-	-
metab_2565	2-Formaminobenzoylacetate	pos_2635	208.060374582	2.71371666667	pos	M+H, M+Na	C10H9NO4	56.6	-	-0.287953003464894	C05835	-	-
metab_2566	metab_2566	pos_2636	622.355820323	2.71371666667	pos	-	-	-	-	-	-	-	-
metab_2567	metab_2567	pos_2637	223.107601258	2.72058333333	pos	-	-	-	-	-	-	-	-
metab_2568	metab_2568	pos_2638	316.186288318	2.72058333333	pos	-	-	-	-	-	-	-	-
metab_2569	metab_2569	pos_2639	105.03381857	2.72058333333	pos	-	-	-	-	-	-	-	-
metab_2570	metab_2570	pos_2640	672.31992442	2.70685	pos	-	-	-	-	-	-	-	-
metab_2571	Gln Leu Val	pos_2641	359.22877094	2.72745	pos	M+H, M+Na	C16H30N4O5	73.6	-	-0.350541546248335	-	-	-
metab_2572	Ala Phe Ile Arg	pos_2642	506.308983857	2.70685	pos	M+2H, M+H	C24H39N7O5	50.5	-	-0.63053832014837	-	-	-
metab_2573	metab_2573	pos_2643	700.351278545	2.72745	pos	-	-	-	-	-	-	-	-
metab_2574	metab_2574	pos_2644	250.110620228	2.73431666667	pos	-	-	-	-	-	-	-	-
metab_2575	metab_2575	pos_2645	192.10529467700002	2.73431666667	pos	-	-	-	-	-	-	-	-
metab_2576	metab_2576	pos_2646	296.989272632	0.461416666667	pos	-	-	-	-	-	-	-	-
metab_2577	metab_2577	pos_2647	569.29282287	2.7412	pos	-	-	-	-	-	-	-	-
metab_2578	metab_2578	pos_2648	334.175950107	2.74808333333	pos	-	-	-	-	-	-	-	-
metab_2579	metab_2579	pos_2649	259.89228802	0.461416666667	pos	-	-	-	-	-	-	-	-
metab_2580	metab_2580	pos_2650	215.96455371099998	0.461416666667	pos	-	-	-	-	-	-	-	-
metab_2581	Pro Gln Ala	pos_2651	315.165880333	2.76246666667	pos	M+H-H2O, M+H	C13H22N4O5	50.9	-	-1.1646421298367	-	-	-
metab_2582	metab_2582	pos_2652	207.01434581900003	0.461416666667	pos	-	-	-	-	-	-	-	-
metab_2583	metab_2583	pos_2653	427.255109114	2.76931666667	pos	-	-	-	-	-	-	-	-
metab_2584	metab_2584	pos_2654	584.37631277	2.76931666667	pos	-	-	-	-	-	-	-	-
metab_2585	metab_2585	pos_2655	368.15803684900004	2.76931666667	pos	-	-	-	-	-	-	-	-
metab_2586	metab_2586	pos_2656	196.048273552	0.461416666667	pos	-	-	-	-	-	-	-	-
metab_2587	metab_2587	pos_2657	326.17063174	2.7762	pos	-	-	-	-	-	-	-	-
metab_2588	metab_2588	pos_2658	384.190989664	2.7762	pos	-	-	-	-	-	-	-	-
metab_2589	N-Acetylvanilalanine	pos_2659	254.101750373	2.7762	pos	M+H, M+Na	C12H15NO5	54.0	-	-2.16773400719043	-	HMDB0011716	-
metab_2590	metab_2590	pos_2660	134.01887504299998	0.461416666667	pos	-	-	-	-	-	-	-	-
metab_2591	metab_2591	pos_2661	787.383050245	2.78305	pos	-	-	-	-	-	-	-	-
metab_2592	metab_2592	pos_2662	650.35092959	2.78991666667	pos	-	-	-	-	-	-	-	-
metab_2593	metab_2593	pos_2663	82.9455122086	0.461416666667	pos	-	-	-	-	-	-	-	-
metab_2594	metab_2594	pos_2664	874.415111195	2.78991666667	pos	-	-	-	-	-	-	-	-
metab_2595	metab_2595	pos_2665	961.4472351989999	2.78991666667	pos	-	-	-	-	-	-	-	-
metab_2596	metab_2596	pos_2666	354.04706520400003	0.45455	pos	-	-	-	-	-	-	-	-
metab_2597	metab_2597	pos_2667	347.93589639099997	0.45455	pos	-	-	-	-	-	-	-	-
metab_2598	metab_2598	pos_2668	227.078810999	2.80365	pos	-	-	-	-	-	-	-	-
metab_2599	metab_2599	pos_2669	305.96048902	0.45455	pos	-	-	-	-	-	-	-	-
metab_2600	metab_2600	pos_2670	419.213700637	2.80365	pos	-	-	-	-	-	-	-	-
metab_2601	metab_2601	pos_2671	721.399074115	2.80365	pos	-	-	-	-	-	-	-	-
metab_2602	metab_2602	pos_2672	188.07051821	2.81053333333	pos	-	-	-	-	-	-	-	-
metab_2603	metab_2603	pos_2673	359.20560740199994	2.81053333333	pos	-	-	-	-	-	-	-	-
metab_2604	metab_2604	pos_2674	274.110595053	2.81053333333	pos	-	-	-	-	-	-	-	-
metab_2605	metab_2605	pos_2675	502.323020441	2.81053333333	pos	-	-	-	-	-	-	-	-
metab_2606	metab_2606	pos_2676	319.018100139	0.45455	pos	-	-	-	-	-	-	-	-
metab_2607	metab_2607	pos_2677	551.281907088	2.8174	pos	-	-	-	-	-	-	-	-
metab_2608	metab_2608	pos_2678	602.314273666	2.8174	pos	-	-	-	-	-	-	-	-
metab_2609	metab_2609	pos_2679	486.36497902	2.82426666667	pos	-	-	-	-	-	-	-	-
metab_2610	metab_2610	pos_2680	496.324145363	2.82426666667	pos	-	-	-	-	-	-	-	-
metab_2611	metab_2611	pos_2681	299.94281213700003	0.45455	pos	-	-	-	-	-	-	-	-
metab_2612	metab_2612	pos_2682	283.951884784	0.45455	pos	-	-	-	-	-	-	-	-
metab_2613	metab_2613	pos_2683	269.920994929	0.45455	pos	-	-	-	-	-	-	-	-
metab_2614	metab_2614	pos_2684	269.99360063299997	0.45455	pos	-	-	-	-	-	-	-	-
metab_2615	metab_2615	pos_2685	280.00963696900004	0.45455	pos	-	-	-	-	-	-	-	-
metab_2616	metab_2616	pos_2686	418.734616745	2.8380166666699997	pos	-	-	-	-	-	-	-	-
metab_2617	metab_2617	pos_2687	254.81562113	0.45455	pos	-	-	-	-	-	-	-	-
metab_2618	metab_2618	pos_2688	598.3557949330001	2.8455	pos	-	-	-	-	-	-	-	-
metab_2619	metab_2619	pos_2689	783.334044488	2.85236666667	pos	-	-	-	-	-	-	-	-
metab_2620	metab_2620	pos_2690	211.05763519299998	2.85923333333	pos	-	-	-	-	-	-	-	-
metab_2621	Amphibine H	pos_2691	606.324224339	2.85923333333	pos	M+H, M+Na	C33H43N5O6	-	51.3	-7.24609119483286	-	HMDB0029333	52659-55-9
metab_2622	metab_2622	pos_2692	469.2286125	2.85236666667	pos	-	-	-	-	-	-	-	-
metab_2623	metab_2623	pos_2693	326.037494052	2.8455	pos	-	-	-	-	-	-	-	-
metab_2624	metab_2624	pos_2694	432.28009005300004	2.8661	pos	-	-	-	-	-	-	-	-
metab_2625	metab_2625	pos_2695	200.047245325	2.87296666667	pos	-	-	-	-	-	-	-	-
metab_2626	metab_2626	pos_2696	233.962496783	0.45455	pos	-	-	-	-	-	-	-	-
metab_2627	metab_2627	pos_2697	165.987708822	0.45455	pos	-	-	-	-	-	-	-	-
metab_2628	metab_2628	pos_2699	523.251129973	2.87296666667	pos	-	-	-	-	-	-	-	-
metab_2629	metab_2629	pos_2700	539.2822517980001	2.87981666667	pos	-	-	-	-	-	-	-	-
metab_2630	metab_2630	pos_2701	811.503755023	2.87981666667	pos	-	-	-	-	-	-	-	-
metab_2631	metab_2631	pos_2702	302.20717076799997	2.88666666667	pos	-	-	-	-	-	-	-	-
metab_2632	metab_2632	pos_2703	645.371613623	2.88666666667	pos	-	-	-	-	-	-	-	-
metab_2633	metab_2633	pos_2704	514.2873931830001	2.87296666667	pos	-	-	-	-	-	-	-	-
metab_2634	metab_2634	pos_2705	684.465491918	2.89353333333	pos	-	-	-	-	-	-	-	-
metab_2635	metab_2635	pos_2706	399.71083958599996	2.89353333333	pos	-	-	-	-	-	-	-	-
metab_2636	metab_2636	pos_2707	246.022749071	2.89353333333	pos	-	-	-	-	-	-	-	-
metab_2637	Indole-3-acetamide	pos_2708	157.076009634	2.87981666667	pos	M+H-H2O, M+H	C10H10N2O	79.4	-	-0.0865438639154374	C02693	HMDB0029739	879-37-8
metab_2638	metab_2638	pos_2709	505.831547708	0.44768333333300003	pos	-	-	-	-	-	-	-	-
metab_2639	metab_2639	pos_2710	520.819184686	0.44768333333300003	pos	-	-	-	-	-	-	-	-
metab_2640	metab_2640	pos_2711	489.255314785	2.90725	pos	-	-	-	-	-	-	-	-
metab_2641	metab_2641	pos_2712	473.74766631	2.90725	pos	-	-	-	-	-	-	-	-
metab_2642	metab_2642	pos_2713	507.211762431	2.91411666667	pos	-	-	-	-	-	-	-	-
metab_2643	metab_2643	pos_2714	564.1488488919999	2.91411666667	pos	-	-	-	-	-	-	-	-
metab_2644	metab_2644	pos_2715	496.238740615	2.91411666667	pos	-	-	-	-	-	-	-	-
metab_2645	metab_2645	pos_2716	226.15483026400003	2.93471666667	pos	-	-	-	-	-	-	-	-
metab_2646	Val Ile Thr Asn	pos_2717	446.26059408099997	2.93471666667	pos	M+H, M+Na	C19H35N5O7	60.7	-	-0.743023688203307	-	-	-
metab_2647	metab_2647	pos_2718	473.88343148	0.44768333333300003	pos	-	-	-	-	-	-	-	-
metab_2648	metab_2648	pos_2719	668.340178205	2.93471666667	pos	-	-	-	-	-	-	-	-
metab_2649	metab_2649	pos_2720	413.193664801	2.94156666667	pos	-	-	-	-	-	-	-	-
metab_2650	metab_2650	pos_2721	467.17260421099996	0.44768333333300003	pos	-	-	-	-	-	-	-	-
metab_2651	metab_2651	pos_2722	275.138910852	2.94843333333	pos	-	-	-	-	-	-	-	-
metab_2652	metab_2652	pos_2723	545.254125176	2.94843333333	pos	-	-	-	-	-	-	-	-
metab_2653	metab_2653	pos_2724	371.03166539	0.44768333333300003	pos	-	-	-	-	-	-	-	-
metab_2654	metab_2654	pos_2725	281.09943277	2.9553	pos	-	-	-	-	-	-	-	-
metab_2655	metab_2655	pos_2726	407.210836706	2.9553	pos	-	-	-	-	-	-	-	-
metab_2656	(1R,16Z,24E,26E,28Z)-1,18,30-trihydroxy-12-[1-(4-hydroxy-3-methoxycyclohexyl)propan-2-yl]-19-methoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo[30.3.1.0⁴,⁹]hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentone	pos_2727	450.779182297	2.9553	pos	M+2H, M+H	C50H77NO13	-	56.5	4.8026811724834415	-	-	-
metab_2657	metab_2657	pos_2728	462.232458776	2.9553	pos	-	-	-	-	-	-	-	-
metab_2658	metab_2658	pos_2729	297.143326081	2.96216666667	pos	-	-	-	-	-	-	-	-
metab_2659	metab_2659	pos_2730	513.199128459	2.96216666667	pos	-	-	-	-	-	-	-	-
metab_2660	metab_2660	pos_2731	306.047708297	2.96216666667	pos	-	-	-	-	-	-	-	-
metab_2661	metab_2661	pos_2732	202.086176015	2.96216666667	pos	-	-	-	-	-	-	-	-
metab_2662	metab_2662	pos_2733	435.25823108	2.9553	pos	-	-	-	-	-	-	-	-
metab_2663	metab_2663	pos_2734	556.30911587	2.9759	pos	-	-	-	-	-	-	-	-
metab_2664	metab_2664	pos_2735	314.207067959	2.9553	pos	-	-	-	-	-	-	-	-
metab_2665	metab_2665	pos_2736	663.319323549	2.98278333333	pos	-	-	-	-	-	-	-	-
metab_2666	metab_2666	pos_2737	346.19697451	2.98966666667	pos	-	-	-	-	-	-	-	-
metab_2667	metab_2667	pos_2738	327.021629857	2.9553	pos	-	-	-	-	-	-	-	-
metab_2668	metab_2668	pos_2739	383.90378085699996	0.44768333333300003	pos	-	-	-	-	-	-	-	-
metab_2669	metab_2669	pos_2740	297.087633301	2.99655	pos	-	-	-	-	-	-	-	-
metab_2670	metab_2670	pos_2741	369.103446884	0.44768333333300003	pos	-	-	-	-	-	-	-	-
metab_2671	metab_2671	pos_2742	598.297199856	3.00343333333	pos	-	-	-	-	-	-	-	-
metab_2672	metab_2672	pos_2743	575.2821462740001	3.00343333333	pos	-	-	-	-	-	-	-	-
metab_2673	metab_2673	pos_2744	400.228507376	3.01091666667	pos	-	-	-	-	-	-	-	-
metab_2674	metab_2674	pos_2745	295.115094641	3.01091666667	pos	-	-	-	-	-	-	-	-
metab_2675	metab_2675	pos_2746	239.138897838	3.01778333333	pos	-	-	-	-	-	-	-	-
metab_2676	metab_2676	pos_2747	300.015400033	3.02465	pos	-	-	-	-	-	-	-	-
metab_2677	metab_2677	pos_2749	265.056160106	0.44768333333300003	pos	-	-	-	-	-	-	-	-
metab_2678	metab_2678	pos_2750	266.84190134700003	0.44768333333300003	pos	-	-	-	-	-	-	-	-
metab_2679	metab_2679	pos_2751	283.137772488	0.44768333333300003	pos	-	-	-	-	-	-	-	-
metab_2680	metab_2680	pos_2752	218.042501452	0.44768333333300003	pos	-	-	-	-	-	-	-	-
metab_2681	metab_2681	pos_2753	265.075783152	0.44768333333300003	pos	-	-	-	-	-	-	-	-
metab_2682	metab_2682	pos_2754	248.870503386	0.44768333333300003	pos	-	-	-	-	-	-	-	-
metab_2683	metab_2683	pos_2755	216.01453745599997	0.44768333333300003	pos	-	-	-	-	-	-	-	-
metab_2684	metab_2684	pos_2756	746.4557888630001	3.05211666667	pos	-	-	-	-	-	-	-	-
metab_2685	metab_2685	pos_2757	417.234264862	3.05898333333	pos	-	-	-	-	-	-	-	-
metab_2686	metab_2686	pos_2759	748.3686660019999	3.05898333333	pos	-	-	-	-	-	-	-	-
metab_2687	metab_2687	pos_2760	552.774213549	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_2688	metab_2688	pos_2761	408.750200859	3.06586666667	pos	-	-	-	-	-	-	-	-
metab_2689	metab_2689	pos_2762	620.760462471	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_2690	metab_2690	pos_2763	578.771227675	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_2691	metab_2691	pos_2764	562.961470504	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_2692	metab_2692	pos_2765	508.856424069	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_2693	metab_2693	pos_2766	410.22684918	3.07963333333	pos	-	-	-	-	-	-	-	-
metab_2694	metab_2694	pos_2767	337.137251172	3.0865	pos	-	-	-	-	-	-	-	-
metab_2695	metab_2695	pos_2768	362.216760528	3.0865	pos	-	-	-	-	-	-	-	-
metab_2696	metab_2696	pos_2769	696.301719248	3.0865	pos	-	-	-	-	-	-	-	-
metab_2697	metab_2697	pos_2770	279.133605998	3.094	pos	-	-	-	-	-	-	-	-
metab_2698	metab_2698	pos_2771	374.167975782	3.10086666667	pos	-	-	-	-	-	-	-	-
metab_2699	metab_2699	pos_2772	538.335036443	3.10086666667	pos	-	-	-	-	-	-	-	-
metab_2700	metab_2700	pos_2773	475.242139941	3.10086666667	pos	-	-	-	-	-	-	-	-
metab_2701	metab_2701	pos_2774	276.126331514	3.10773333333	pos	-	-	-	-	-	-	-	-
metab_2702	metab_2702	pos_2775	415.219242208	3.10773333333	pos	-	-	-	-	-	-	-	-
metab_2703	metab_2703	pos_2776	351.20237745699995	3.0865	pos	-	-	-	-	-	-	-	-
metab_2704	metab_2704	pos_2777	323.159641527	3.0865	pos	-	-	-	-	-	-	-	-
metab_2705	metab_2705	pos_2778	570.160477255	3.07963333333	pos	-	-	-	-	-	-	-	-
metab_2706	metab_2706	pos_2779	296.110304944	3.12146666667	pos	-	-	-	-	-	-	-	-
metab_2707	metab_2707	pos_2780	317.138161914	3.12146666667	pos	-	-	-	-	-	-	-	-
metab_2708	metab_2708	pos_2781	426.98676484199996	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_2709	metab_2709	pos_2782	354.206476829	3.12835	pos	-	-	-	-	-	-	-	-
metab_2710	metab_2710	pos_2783	776.465833562	3.12835	pos	-	-	-	-	-	-	-	-
metab_2711	metab_2711	pos_2784	687.382501533	3.13523333333	pos	-	-	-	-	-	-	-	-
metab_2712	metab_2712	pos_2785	326.88668058400003	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_2713	metab_2713	pos_2786	260.897328185	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_2714	metab_2714	pos_2787	326.072402704	3.1421	pos	-	-	-	-	-	-	-	-
metab_2715	metab_2715	pos_2788	623.2492341330001	3.1421	pos	-	-	-	-	-	-	-	-
metab_2716	metab_2716	pos_2789	200.15058586400002	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_2717	metab_2717	pos_2790	787.503477681	3.14898333333	pos	-	-	-	-	-	-	-	-
metab_2718	metab_2718	pos_2791	217.06857282	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_2719	metab_2719	pos_2792	186.160050457	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_2720	metab_2720	pos_2793	251.102424732	3.15585	pos	-	-	-	-	-	-	-	-
metab_2721	metab_2721	pos_2794	333.23821897700003	3.16271666667	pos	-	-	-	-	-	-	-	-
metab_2722	metab_2722	pos_2795	368.16034208300005	3.16271666667	pos	-	-	-	-	-	-	-	-
metab_2723	metab_2723	pos_2796	311.159392781	3.16958333333	pos	-	-	-	-	-	-	-	-
metab_2724	metab_2724	pos_2797	312.087388798	3.16271666667	pos	-	-	-	-	-	-	-	-
metab_2725	metab_2725	pos_2798	295.114988789	3.1771	pos	-	-	-	-	-	-	-	-
metab_2726	metab_2726	pos_2799	124.92276359700001	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_2727	metab_2727	pos_2800	559.271252321	3.1771	pos	-	-	-	-	-	-	-	-
metab_2728	metab_2728	pos_2801	455.192481519	3.18395	pos	-	-	-	-	-	-	-	-
metab_2729	metab_2729	pos_2802	113.090539491	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_2730	metab_2730	pos_2803	439.16446225199996	3.19081666667	pos	-	-	-	-	-	-	-	-
metab_2731	metab_2731	pos_2804	315.195177512	3.1977	pos	-	-	-	-	-	-	-	-
metab_2732	metab_2732	pos_2805	112.08720006899999	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_2733	metab_2733	pos_2806	910.7597841910001	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2734	metab_2734	pos_2808	387.163202221	3.21945	pos	-	-	-	-	-	-	-	-
metab_2735	metab_2735	pos_2809	810.7854318889999	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2736	metab_2736	pos_2810	832.818504462	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2737	metab_2737	pos_2811	551.282131186	3.22631666667	pos	-	-	-	-	-	-	-	-
metab_2738	metab_2738	pos_2812	812.7541415989999	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2739	metab_2739	pos_2813	479.00016099	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2740	metab_2740	pos_2814	442.26918179300003	3.2391	pos	-	-	-	-	-	-	-	-
metab_2741	metab_2741	pos_2815	622.355807521	3.2391	pos	-	-	-	-	-	-	-	-
metab_2742	metab_2742	pos_2817	649.428390783	3.24355	pos	-	-	-	-	-	-	-	-
metab_2743	metab_2743	pos_2818	742.836282464	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2744	metab_2744	pos_2819	427.291493565	3.24656666667	pos	-	-	-	-	-	-	-	-
metab_2745	metab_2745	pos_2820	553.2433939919999	3.24656666667	pos	-	-	-	-	-	-	-	-
metab_2746	metab_2746	pos_2821	766.385152222	3.24656666667	pos	-	-	-	-	-	-	-	-
metab_2747	metab_2747	pos_2822	660.805002126	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2748	metab_2748	pos_2823	654.786274246	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2749	5-Hydroxyindoleacetic acid	pos_2824	192.065449826	3.2679333333300002	pos	M+H, M+Na	C10H9NO3	93.3	-	-0.36511462581687	C05635	54-16-0;HMDB0000763	54-16-0
metab_2750	metab_2750	pos_2825	644.830786168	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2751	metab_2751	pos_2826	614.97462984	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2752	metab_2752	pos_2827	614.810287128	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2753	metab_2753	pos_2828	316.12103532	3.28168333333	pos	-	-	-	-	-	-	-	-
metab_2754	metab_2754	pos_2829	234.14868707	3.28168333333	pos	-	-	-	-	-	-	-	-
metab_2755	metab_2755	pos_2830	638.974951278	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2756	metab_2756	pos_2831	560.869137852	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2757	metab_2757	pos_2832	564.358926136	3.28855	pos	-	-	-	-	-	-	-	-
metab_2758	metab_2758	pos_2834	524.830853122	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2759	metab_2759	pos_2835	420.96863022900004	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2760	metab_2760	pos_2836	359.228672999	3.30231666667	pos	-	-	-	-	-	-	-	-
metab_2761	metab_2761	pos_2837	411.012727143	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2762	metab_2762	pos_2838	389.019361352	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2763	metab_2763	pos_2839	544.296740459	3.31605	pos	-	-	-	-	-	-	-	-
metab_2764	metab_2764	pos_2840	736.434644356	3.32291666667	pos	-	-	-	-	-	-	-	-
metab_2765	metab_2765	pos_2841	257.149414075	3.31605	pos	-	-	-	-	-	-	-	-
metab_2766	metab_2766	pos_2842	721.399189965	3.3298	pos	-	-	-	-	-	-	-	-
metab_2767	metab_2767	pos_2843	388.855561279	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2768	metab_2768	pos_2844	424.20719656	3.33668333333	pos	-	-	-	-	-	-	-	-
metab_2769	metab_2769	pos_2845	337.006954875	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2770	metab_2770	pos_2846	324.86212709	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2771	metab_2771	pos_2847	407.26284188	3.34416666667	pos	-	-	-	-	-	-	-	-
metab_2772	metab_2772	pos_2848	332.842854321	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2773	metab_2773	pos_2849	635.339775564	3.35105	pos	-	-	-	-	-	-	-	-
metab_2774	metab_2774	pos_2850	416.73156037	3.35791666667	pos	-	-	-	-	-	-	-	-
metab_2775	metab_2775	pos_2851	839.534635941	3.35105	pos	-	-	-	-	-	-	-	-
metab_2776	metab_2776	pos_2852	208.060378225	3.36481666667	pos	-	-	-	-	-	-	-	-
metab_2777	Tetradecanedioic acid	pos_2853	322.201006426	3.36481666667	pos	M+NH4, M+ACN+Na	C14H26O4	-	55.2	-0.519760658992531	C11002	HMDB0000872;LMFA01170018	821-38-5
metab_2778	metab_2778	pos_2854	343.025385552	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2779	metab_2779	pos_2855	320.86846461700003	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2780	metab_2780	pos_2856	486.292149629	3.37168333333	pos	-	-	-	-	-	-	-	-
metab_2781	metab_2781	pos_2857	291.863325227	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2782	metab_2782	pos_2858	233.091915116	3.38545	pos	-	-	-	-	-	-	-	-
metab_2783	metab_2783	pos_2859	303.154582714	3.38545	pos	-	-	-	-	-	-	-	-
metab_2784	metab_2784	pos_2860	569.339745815	3.38545	pos	-	-	-	-	-	-	-	-
metab_2785	metab_2785	pos_2861	415.253728084	3.38545	pos	-	-	-	-	-	-	-	-
metab_2786	metab_2786	pos_2862	208.096776718	3.3923166666699998	pos	-	-	-	-	-	-	-	-
metab_2787	metab_2787	pos_2863	432.28007214900003	3.3923166666699998	pos	-	-	-	-	-	-	-	-
metab_2788	metab_2788	pos_2864	393.151621976	3.3923166666699998	pos	-	-	-	-	-	-	-	-
metab_2789	metab_2789	pos_2865	659.337134826	3.39921666667	pos	-	-	-	-	-	-	-	-
metab_2790	metab_2790	pos_2866	577.292794631	3.38545	pos	-	-	-	-	-	-	-	-
metab_2791	metab_2791	pos_2867	579.318467089	3.37856666667	pos	-	-	-	-	-	-	-	-
metab_2792	metab_2792	pos_2868	407.23887696599996	3.4061	pos	-	-	-	-	-	-	-	-
metab_2793	metab_2793	pos_2869	297.14450728099996	3.4061	pos	-	-	-	-	-	-	-	-
metab_2794	metab_2794	pos_2871	238.902481085	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_2795	metab_2795	pos_2872	810.824250343	0.427133333333	pos	-	-	-	-	-	-	-	-
metab_2796	metab_2796	pos_2873	724.40292922	3.41985	pos	-	-	-	-	-	-	-	-
metab_2797	metab_2797	pos_2874	457.00688865800004	0.427133333333	pos	-	-	-	-	-	-	-	-
metab_2798	metab_2798	pos_2875	126.091420521	3.42735	pos	-	-	-	-	-	-	-	-
metab_2799	metab_2799	pos_2876	606.8625669730001	0.427133333333	pos	-	-	-	-	-	-	-	-
metab_2800	metab_2800	pos_2877	216.12297731299998	3.43421666667	pos	-	-	-	-	-	-	-	-
metab_2801	metab_2801	pos_2878	455.22885868300006	3.43421666667	pos	-	-	-	-	-	-	-	-
metab_2802	metab_2802	pos_2879	541.277660458	3.43421666667	pos	-	-	-	-	-	-	-	-
metab_2803	metab_2803	pos_2880	343.205301544	3.44108333333	pos	-	-	-	-	-	-	-	-
metab_2804	metab_2804	pos_2881	479.852213937	0.427133333333	pos	-	-	-	-	-	-	-	-
metab_2805	metab_2805	pos_2882	318.201981132	3.4479666666699997	pos	-	-	-	-	-	-	-	-
metab_2806	metab_2806	pos_2883	502.838224559	0.427133333333	pos	-	-	-	-	-	-	-	-
metab_2807	metab_2807	pos_2884	637.324575053	3.4479666666699997	pos	-	-	-	-	-	-	-	-
metab_2808	metab_2808	pos_2885	565.298330535	3.4479666666699997	pos	-	-	-	-	-	-	-	-
metab_2809	metab_2809	pos_2886	398.137900294	3.45483333333	pos	-	-	-	-	-	-	-	-
metab_2810	metab_2810	pos_2887	481.26396779099997	3.46171666667	pos	-	-	-	-	-	-	-	-
metab_2811	metab_2811	pos_2888	487.863068285	0.427133333333	pos	-	-	-	-	-	-	-	-
metab_2812	metab_2812	pos_2889	470.888001961	0.427133333333	pos	-	-	-	-	-	-	-	-
metab_2813	metab_2813	pos_2890	383.124180545	3.4745	pos	-	-	-	-	-	-	-	-
metab_2814	metab_2814	pos_2891	491.285043049	3.4745	pos	-	-	-	-	-	-	-	-
metab_2815	metab_2815	pos_2892	435.013409489	0.427133333333	pos	-	-	-	-	-	-	-	-
metab_2816	metab_2816	pos_2893	359.22865862	3.48633333333	pos	-	-	-	-	-	-	-	-
metab_2817	metab_2817	pos_2894	398.192198506	3.48633333333	pos	-	-	-	-	-	-	-	-
metab_2818	metab_2818	pos_2895	668.340010357	3.48633333333	pos	-	-	-	-	-	-	-	-
metab_2819	metab_2819	pos_2896	559.324227533	3.48633333333	pos	-	-	-	-	-	-	-	-
metab_2820	metab_2820	pos_2897	275.88937453	0.427133333333	pos	-	-	-	-	-	-	-	-
metab_2821	metab_2821	pos_2898	430.709633078	3.50006666667	pos	-	-	-	-	-	-	-	-
metab_2822	metab_2822	pos_2899	367.02687725199996	0.42026666666699997	pos	-	-	-	-	-	-	-	-
metab_2823	metab_2823	pos_2900	573.829167481	3.50006666667	pos	-	-	-	-	-	-	-	-
metab_2824	metab_2824	pos_2901	652.411241832	3.50695	pos	-	-	-	-	-	-	-	-
metab_2825	metab_2825	pos_2902	813.413565305	3.50006666667	pos	-	-	-	-	-	-	-	-
metab_2826	metab_2826	pos_2903	282.904902224	0.42026666666699997	pos	-	-	-	-	-	-	-	-
metab_2827	metab_2827	pos_2904	332.217661901	3.5144666666699997	pos	-	-	-	-	-	-	-	-
