	metab_id	M_M_1	M_M_2	M_M_3	M_M_4	M_M_5	M_M_6	M_M_7	M_M_8	M_M_9	M_M_10	M_F_1	M_F_2	M_F_3	M_F_4	M_F_5	M_F_6	M_F_7	M_F_8	M_F_9	FC	FDR	.	Metabolite	ID	KEGG.Compound.ID	Library.ID	group
138	metab_6126	5.25221625986752	5.56885221021989	5.38673532219052	5.02319366727277	5.12499122350858	5.31854517861216	5.42948539340679	5.45729869803546	4.888213603072	5.16343114743059	4.86086313420177	5.02817646113641	4.99050663722052	4.94529948414856	5.05393332775342	4.98252517849804	4.92696546301449	4.84755229845897	4.93742022257948	2.22603635195767	0.0130099744042057	1.65788617880823	Cadalene	pos_6672	-	LMPR0103330007;HMDB0059698	Source_M
172	metab_8769	5.81960692978122	6.21999244390235	6.38540314759785	5.85449163842171	6.07517129070977	5.79688480958973	6.25023546913417	5.82227380733659	6.14840358705311	5.85387140389112	5.78175926021829	5.73516456039735	5.63903540980287	5.73465752022031	5.65558812749554	5.73735837574693	5.79909754721514	5.77159637217686	5.76212735902812	2.16468953069914	0.0216176746081722	1.60578700455671	2 -(Butylamido)-4-hydroxybutanoic acid	pos_9583	C11843	-	Source_M
125	metab_4395	5.28296885901137	5.27948839384681	5.01239365639319	5.1343289371375	5.32152143002098	5.39103392679501	5.12598321768706	5.09813865691183	4.73944789914173	5.51566664578785	5.01777691186096	4.86250392511356	4.93412926065629	4.89645846955468	4.9182807481608	4.83088155607112	4.79033166006632	4.95534127458411	4.87799238512922	2.14910307283779	0.0204978355044794	1.60614058634059	3-Methyl-alpha-ionyl acetate	pos_4674	-	HMDB0037631	Source_M
51	metab_16540	6.32273009271201	5.99411280771845	5.8865165734512	6.26391773546367	6.24055846644955	6.47952263925877	5.84068497675519	6.17060931882526	5.76202930553342	6.26891576338581	6.00287105337993	5.77629471909892	5.6409951521789	5.7239499338579	5.78092052124845	5.97044429238283	5.86207441753005	5.82327152327279	5.93593711635307	2.12945590248123	0.0330861851931724	1.46296820313066	Coprocholic acid	neg_7498	-	HMDB0000601	Source_M
99	metab_3088	4.79757342407996	5.22522159123203	5.29518543194177	4.85751985171783	4.89916374613188	4.88863385641794	5.25033241606288	5.13076277509426	5.16264918625808	5.04706176915293	4.76632189112726	4.79202263210884	4.94187293423941	4.84975945750101	4.63097364294681	4.53054834705212	4.83599261770412	4.72101109141439	4.76698376636289	2.06412022144374	0.00979128789115974	1.67511817574864	Val Tyr	pos_3251	-	-	Source_M
136	metab_6082	6.03909154846642	5.87620623552784	5.80349477950701	5.97885196408964	5.98497854538273	6.07668870952534	5.78478529170294	5.65724342870366	5.62292170806866	6.01574906072105	5.92085293974506	5.54453476758546	5.32632773268935	5.62241178005156	5.62169468715185	5.48107011476024	5.54786718020272	5.54998398401138	5.61033121265793	1.99971486335919	0.00965377830419397	1.67002266552224	4a-Carboxy-4b-methyl-5a-cholesta-8,24-dien-3b-ol	pos_6609	C15808	HMDB0062383;HMDB0001181	Source_M
147	metab_6767	4.49582677824938	4.78917722375294	4.96368834862132	4.52498622372833	4.48138119511647	4.52970474846186	4.83244337364682	4.60994696201616	4.7182945615802	4.48589417635091	4.3910463028033	4.26451294313333	4.40455090808067	4.33600489370492	4.36907285275908	4.43607750815008	4.363712027293	4.4123830126087	4.43040235799584	1.96971264104787	0.0100935708736669	1.71275659727096	PPOH	pos_7412	-	-	Source_M
171	metab_8751	5.57356649432529	5.89095124840765	6.1868666272615	5.96062294142978	5.65535485430425	5.66372095903	5.92865930696574	5.6955233774432	6.00190397825938	5.74450476438111	5.51920059808828	5.63594775609941	5.77467685593623	5.47527155637639	5.64165989432786	5.74783717474097	5.59519227406952	5.43604337315395	5.47450650299705	1.84525679041509	0.0334791217907884	1.44744483585733	N-Alpha-acetyllysine	pos_9558	C12989	HMDB0000446	Source_M
42	metab_1557	5.14147400283213	5.33872044090526	5.09880361575207	4.91083668048004	5.06232558014057	5.17668416777234	5.17793325924629	5.23109930576555	4.82501842270829	5.1051640596057	4.88130043638698	4.92332660540043	4.8829889015325	4.84873629377431	4.9412373137145	4.87585911394599	4.78725547009226	4.82626312444613	4.87447840665371	1.79905124496407	0.0092840338832466	1.72402173818427	6-Phenyl-3-hexen-2-one	pos_1600	-	HMDB0031622	Source_M
28	metab_14056	5.95845189088803	5.70697606351444	5.70920804641343	5.96076133352185	5.91658874054299	6.02523673682673	5.52523250688051	5.85603587713425	5.50782299410555	5.94230542463144	5.62687962072076	5.50422175693895	5.48003645734783	5.56433260977307	5.64259296562891	5.7178785969827	5.64675020580151	5.57704489139191	5.61168966385598	1.74341698879787	0.0397815772759033	1.44266014032143	(+/-)-3-Hydroxynonanoic acid	neg_4630	-	HMDB0031513	Source_M
120	metab_4012	4.20789392678842	4.27063664254456	4.5265320417393	4.15394324896126	4.25513047348683	4.08044156890698	4.5243605754505	4.16395204157755	4.06453383792997	4.11495405826958	4.17365255921198	3.73628618896577	4.09072423327472	3.99760370061324	4.06689312443723	4.10877745490129	4.0426244268126	4.06874324111747	3.99989076192981	1.67009804540003	0.0465759490343199	1.38203968521621	Prenyl glucoside	pos_4246	C09808	HMDB0031876	Source_M
27	metab_13903	5.45994685571196	5.39992260218534	5.36677477059078	5.41855779626493	5.56856173667945	5.5164431860774	5.21475197725745	5.27982394389678	5.24237430244691	5.51505611622784	5.33282835114677	5.13141157806416	4.83915747877774	5.15766981316591	5.22718207356044	5.32457701990417	5.26760852040843	5.10758602877906	5.23324845951823	1.63257291959385	0.0284911688042096	1.51795765413301	LysoPC(14:0/0:0)	neg_4462	C04230	HMDB0010379;20559-16-4	Source_M
139	metab_6129	5.73092068440415	5.88531843772604	5.7931939198276	5.51720391611505	5.65966962365857	5.74843446704961	5.79141560254627	5.80388222267614	5.46015476187589	5.69126750784341	5.43334137825321	5.54940262325144	5.60516531529948	5.52313036638018	5.58942682911345	5.49071754338988	5.55523308859517	5.54284824911692	5.54761042687952	1.53072483049284	0.0239445328462507	1.53827114930211	Jasmolone	pos_6675	-	HMDB0030039	Source_M
43	metab_1567	6.93189708555573	6.95777271249318	6.81739856314872	7.26700928998006	7.05171224036715	7.04635432894542	6.90197861092144	7.13007502736243	7.06280095713875	6.96448883731212	7.27836691154326	7.09011258820521	7.2751398772326	7.16255310648163	7.15576100538078	7.1037619068862	7.15384473137649	7.10976904966739	7.1209353878744	0.731578919299961	0.042735187662461	1.41439766877932	12,13-DHOME	pos_1610	C14829	HMDB0004705	Source_F
128	metab_5321	5.15228812336075	5.03339392624494	4.96234445760861	4.95724157838559	4.96655796685533	5.05977368909043	4.92104106920426	4.90979411856957	5.51302436141656	5.21988997524359	5.35207219767992	5.24317275608609	5.36253483892461	5.3874028826365	5.25616798023522	5.17587323679168	5.21263427478738	5.17103358420545	5.30524317543411	0.678908944604367	0.0478990598851178	1.38503089838329	LysoPE(16:0/0:0)	pos_5702	-	HMDB0011503	Source_F
103	metab_329	6.33239102963729	6.42399094754228	6.27081968956336	6.82824845910915	6.45990731655585	6.4615518111259	6.31483179430764	6.66745791156599	6.47423835168966	6.40557549389841	6.7604464138963	6.53695156226339	6.82173222310279	6.65226934979038	6.623362365035	6.61301896527591	6.66376586012816	6.64103844593289	6.61125296708744	0.678103159950148	0.0421247386272797	1.42545762915781	(+/-)12,13-DiHOME	pos_333	-	-	Source_F
131	metab_5720	6.97438718866929	6.73555850445546	6.74452803722865	6.95224194747731	6.95227648771212	6.98245543751123	6.79538571895112	6.95335576521622	6.92208323897452	7.09026163198643	7.02723263295486	7.09197211170314	7.24737600265577	7.00863749202957	7.180191439399	7.10365655545016	7.06964418287075	7.08759298879497	6.94390873186976	0.67679254028961	0.018294924500638	1.56238735603257	1-hydroxytacrine	pos_6144	-	HMDB0042058	Source_F
124	metab_4374	5.91453962209047	5.92701000147862	5.77597241708098	6.11295836600673	6.13797994531467	5.97954480700625	5.92064925278225	6.0742022703223	6.09832434990525	5.85803131564474	6.27101752678291	6.15601587716939	6.27580078526266	6.18962050647673	6.13672453497947	6.0840076938278	6.12255797510494	6.10474910311865	6.13452202269406	0.669869507154463	0.0124002347038586	1.63502816843624	6-[5]-ladderane-1-hexanol	pos_4646	-	LMFA05000063	Source_F
126	metab_4618	5.7578758360554	5.59561536455048	5.44531812854856	5.98600432458642	5.90508858628786	5.88239991645081	5.6840492256836	5.96911815761236	5.85663204238883	5.88406924828626	6.03396756219876	6.00059649944048	6.11957253918234	6.00522260449521	6.05068314715614	5.99683677372636	5.91438485053998	6.02866234839336	5.98396215787207	0.640782324470527	0.0272764074330344	1.56224115098595	Auxin a	pos_4959	-	HMDB0038483	Source_F
50	metab_16486	6.08331688692935	6.09319828662532	6.0975274688295	6.16642354824691	6.26990148251421	6.05531393186144	6.21704565525632	6.18451890813067	6.45616696764998	5.83493179956123	6.58229882730157	6.40210032488809	6.24754186730164	6.42390300512839	6.42357596806261	6.21836300232755	6.35121098778379	6.17995119316243	6.41534470084956	0.625099035062151	0.0331171034429565	1.44412470735285	PE(18:2/0:0)	neg_7430	-	-	Source_F
87	metab_2019	5.94782499378928	5.70137077865883	5.68363989940519	5.96491711085717	5.83314842766938	5.91075771237313	5.65646504860245	5.91251945009098	5.96900353164221	5.90716491872936	6.02332147834126	6.04817826392373	6.07853556016982	6.02445970131376	6.04661443601468	6.07944504859078	5.99159329352202	6.18862137226434	6.10327759175363	0.623538438082538	0.00553407452328394	1.77540267124504	2-Acetolactate	pos_2076	C00900	LMFA01050472;HMDB0006833	Source_F
173	metab_8840	5.89912385516496	6.29332164327427	6.21964511126527	6.50533480638154	5.88959610838737	6.30252454319478	6.30117642870843	6.55796729348961	6.502176889884	6.25939656692472	6.46710285240239	6.51569714783096	6.57260300213357	6.47968559741625	6.45516114406488	6.61726272609784	6.71869675702486	6.50226479522351	6.58467338716127	0.58695529249844	0.0331171034429565	1.48148230830581	Cytosine	pos_9677	C00380	HMDB0000630;MJDBOTE0000458	Source_F
123	metab_4314	4.35192187169659	4.08155242416621	4.09189661232032	4.23230123629495	4.42176677092881	4.13287569199416	4.4256599113174	4.02472707399772	4.29561834894072	4.18901372242401	4.42878852197125	4.40102967187998	4.38849825760967	4.86115056908855	4.36347483147469	4.23886323286756	4.45588844139929	4.4043401830675	4.53735619642277	0.571208512762371	0.0438507055067048	1.43715651811357	Phenylacetic acid	pos_4578	C07086	HMDB0000209;103-82-2	Source_F
14	metab_1225	6.2480089904571	5.98701120134459	5.7907015215112	6.42422404012362	6.4063681622669	6.36124596078642	6.07807315491362	6.35778839497303	6.34551320556542	6.33614541907122	6.59283911302836	6.48557216638976	6.56717931981184	6.53191748779117	6.57514139250025	6.4210805765109	6.45533175000396	6.48426953887664	6.49804997613801	0.570816964068584	0.0212974287976342	1.6020705993007	12-Keto-leukotriene B4	pos_1261	C05949	136696-10-1;HMDB0004234	Source_F
127	metab_5036	5.34139289477032	5.16482885683238	5.04245535839876	5.43611084003716	5.06253048314412	5.44939908913806	5.22780789545193	5.09310894646374	5.45020398518111	5.17007236391955	5.82475508056107	5.68664689754335	5.45449640082802	5.45983246316607	5.58152422664867	5.32734875765807	5.49895877935475	5.24431134832438	5.37330310040211	0.551702669630305	0.0397986960253222	1.46742111174628	Methyl linoleate	pos_5411	-	HMDB0034381	Source_F
46	metab_16337	6.97859004507049	6.87745764963134	6.63979113339059	6.74450202940713	6.80590177382998	6.79912012402281	6.80202834598483	6.80311429742971	6.89984442938599	6.88494258154133	7.12673235579931	7.25483715134011	7.11056048250238	7.01372863591958	7.19626613802311	7.03956023211753	6.90367920834428	7.01778029206995	7.05841809586053	0.550530770116018	0.00237409558308579	1.89739922574341	LysoPC(16:0)	neg_7253	C04230	HMDB0240262;HMDB0010382;14863-27-5	Source_F
8	metab_10994	5.7485842699419	6.02042992007718	5.48032531896283	5.99312590000208	5.66776506970019	5.99739363908011	5.99304916346004	6.14611476987623	5.97145002210377	5.93885482295681	6.11927097983817	6.17450441677733	6.30878280137922	6.2138537396809	6.22622821136321	6.09407224898415	6.08913902902223	6.28477842147003	6.20771263036915	0.54241880028073	0.012439358079487	1.66402644383638	Cis-3-Hexenyl hexanoate	neg_1342	-	HMDB0033378	Source_F
168	metab_8536	4.45384744219221	4.65688554891651	4.37157300911563	5.09888775006612	4.42683945211383	4.73069695367852	4.3916389837551	5.15954232486171	4.75471796134515	4.82898468871142	4.81599581251953	4.89831145209925	5.05839987027357	4.92511638335935	5.07040001003922	5.24821546592475	5.07492228688675	5.09477275686507	5.05522597560068	0.539982950555879	0.0331171034429565	1.46978071783284	2-O-Methylcytosine	pos_9316	-	HMDB0004339	Source_F
97	metab_287	7.66390259450572	7.50449918169269	7.27309007202774	7.40202513068763	7.7445374381258	7.68778136313763	7.52510243981657	7.59000908197355	7.57740100279008	7.60182023678485	7.95839486206455	7.98739071216007	7.83675129470946	7.84909336788911	8.00861485449921	7.7403701983067	7.72143363430906	7.7790621455535	7.79344585683839	0.513995050989574	0.00336381660775687	1.81897972132686	2-linoleoyl-sn-glycero-3-phosphocholine	pos_291	-	HMDB0061700	Source_F
143	metab_6635	3.86119271573378	3.76505342764446	3.83214144035131	4.3860327894425	4.27887243170154	4.13267181139299	3.72103532871359	4.54351756756578	4.34660321527367	4.32620382077488	4.5556657052765	4.41738226684201	4.68252221948447	4.4504155661554	4.47063724632962	4.38684605032532	4.41162573218492	4.61595654471206	4.6018392976146	0.482082789271476	0.0221071151451686	1.58894583961826	Amprotropine	pos_7271	C11760	-	Source_F
11	metab_1137	5.33359554546113	4.87711189246049	4.63897585343569	5.71241061863476	5.63518548310824	5.65889889095422	4.78268561523415	5.81968623949836	5.58843451527751	5.53510750978843	5.88441504816906	5.83420471064027	5.71054799734102	5.84816624216577	5.89904086519866	5.78111271712074	5.83664471890573	5.78128984956454	5.833104464586	0.475527026877408	0.0478990598851178	1.45989432779309	Yucalexin P21	pos_1168	-	HMDB0036754	Source_F
77	metab_17982	5.4455382429659	5.46996525228509	5.43757859869315	5.56721398416331	5.52437349649617	5.42022333807427	5.58640786134921	5.59802779130038	5.6980204306398	5.37956507585841	5.87866069502716	6.06717223268927	5.83719586454604	5.55073334499603	6.10778969628922	5.48153324261153	5.88370694486025	5.48235226469933	5.84843691676935	0.47459337503717	0.0468717155506013	1.50564596426007	2-Ethyl-2-Hydroxybutyric acid	neg_9094	-	HMDB0001975	Source_F
180	metab_9770	4.86761208878174	5.07858974603382	5.00116009386361	5.21517973032107	4.98357710134392	5.10482554376561	5.13207361720983	5.51919936024106	5.52401130906175	5.29740364864024	5.49671673749499	5.66734795527947	5.6140284013048	5.81892960316634	5.28335799982864	5.11139175097017	5.66113195639068	5.3592816044677	5.59932025952433	0.46459620327995	0.030026869672556	1.48274329525022	L-Glutamine	neg_103	C00064	HMDB0003423;HMDB0000641;56-85-9	Source_F
129	metab_5681	6.33820623827635	5.9069952900842	5.68218915012816	6.07523538323924	6.86347391195228	6.28846040710236	6.18327763404431	6.45416130734793	6.68262706524478	6.19272107153253	6.64994761863141	6.93149118194121	6.78262473351401	6.92614735832294	6.79357387199431	6.68510715475385	6.34823855482824	6.54934606964876	6.58578858608299	0.460287602429731	0.0328679836783001	1.49185303613282	2-beta-hydroxymedroxyprogesterone	pos_6093	-	HMDB0061064	Source_F
88	metab_20191	5.13362620018678	4.99946687971839	5.21126912348013	5.81795764520725	5.14193456875907	5.27737328400884	5.10600101675888	5.63739554879611	5.40053064316181	5.02692717258582	5.81409316439609	5.60482829375419	5.54621944599385	5.8590399555616	5.74217517010323	5.75826988108748	5.63658397541698	5.62906108673745	5.70237281349516	0.449049253729093	0.0092840338832466	1.72229865859346	Ethyl glucuronide	neg_11494	-	HMDB0010325	Source_F
25	metab_13639	4.3742729482506	4.58656958140263	4.00706194217889	3.97274300105807	4.38436189827068	3.8040053350445	4.50033046704239	4.8154529068771	4.40192174607048	4.5696767492061	4.61722168304254	4.81126656214911	4.77888236057168	4.95826907647843	4.77937695552884	4.64665393280737	4.40746966589652	5.11934743095242	4.80713489313472	0.419644379767175	0.0252828697223719	1.5096201207253	Melleolide	neg_4185	-	HMDB0035689	Source_F
118	metab_3902	4.50556671131595	4.25382320503865	4.25382320503865	5.13119686739326	4.7995547359982	4.84445123696428	4.25382320503865	4.38362429380009	4.2849801070817	5.65977310778895	5.61338427131577	5.04562392672099	4.5855305877285	5.11163650528489	5.18885527693577	5.48667061207733	5.33188265986982	5.41276445710674	5.3228172166617	0.419188842513631	0.0330861851931724	1.51064102438865	Ansamitocin P3	pos_4127	C12045	LMPK04000039;HMDB0035597	Source_F
68	metab_17332	4.64673349477383	3.84222221904447	3.62399310479137	4.67666097403013	5.51833953184821	4.65949960955789	3.5553251357546	3.33154186409686	3.73542730715574	4.88748093163878	5.1160097694755	4.77716136897067	4.84058925158346	4.98304769157192	5.18127712404861	4.45684296954635	5.45851852943576	5.27447806122402	5.32063124291999	0.417778633693283	0.046921274518971	1.40226619193361	Physagulin B	neg_8419	-	HMDB0041048	Source_F
145	metab_6722	4.37641978859657	3.92047451917187	3.92047451917187	4.27860719752257	4.78218276166836	4.65923362158046	3.92047451917187	5.10363836390853	3.92047451917187	4.42295045100762	5.12577155858488	4.6575854240637	4.82798911791898	4.73103177307939	4.78043073349692	5.04006212092346	4.98390794531617	4.96675877058691	4.90029583023265	0.409049145845045	0.0207918167399444	1.57757794788459	Enterodiol	pos_7363	C18166	HMDB0005056	Source_F
44	metab_16024	6.06418251487496	5.85519682682058	5.68386999283279	5.90176631511232	6.06067427602491	5.993728124666	5.96343403760219	6.16409315888478	6.1824001625795	5.96481475581697	6.39408466185087	6.54263561020746	6.53781757269976	6.48851848452718	6.52669303353069	6.22908761710419	6.11799625731992	6.19442588061059	6.26212274787518	0.408951987316797	0.00336381660775687	1.85410688536483	1-Palmitoylglycerophosphoinositol	neg_6857	-	HMDB0061695	Source_F
98	metab_2873	5.76304206992254	5.9521552268308	5.40060907758368	5.35050051236325	5.68921946545868	5.70286603746656	5.93353899805651	6.28082429942836	6.12531470049597	6.15519692356557	6.18304471119103	6.56461569953193	6.185678797747	6.18742150450397	6.41746988941098	6.34388359993475	6.13946321322013	6.36843922977274	6.27217129984992	0.408450428370586	0.0124574460506315	1.6342663349932	6-{4-[3-(4,5-dihydroxy-7-methoxy-2,2-dimethyl-3,4-dihydro-2H-1-benzopyran-6-yl)-3-oxoprop-1-en-1-yl]phenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid	pos_3026	-	-	Source_F
38	metab_14812	5.29952811035608	5.17950824327667	4.86045226782683	5.64720061488587	5.3686057519445	5.59190356043878	5.47194056137518	5.72682237233114	5.6435815070243	5.57486627849008	6.03557197444391	5.99389133735191	5.86401208960377	5.97169652524688	5.89824534416196	5.6634865095782	5.69663550912861	5.88021648736397	5.86077042981441	0.404825867969165	0.00804759758925238	1.73168971232792	Diepomuricanin A	neg_5542	-	HMDB0040921	Source_F
160	metab_7314	3.20247223387858	4.19262022619764	4.59680590342746	3.20247223387858	3.32603538840826	3.20247223387858	4.69401065494744	3.20247223387858	3.99496671985933	3.20247223387858	4.013390703117	4.3570987653048	4.5341256226487	4.88984483838741	4.18288211474994	3.98340802477314	4.28078892450363	4.74453282575594	4.52197836221267	0.403610153411562	0.0446110148285967	1.48159256926471	Torosaflavone C	pos_7984	-	LMPK12110822	Source_F
166	metab_82	6.45509613923345	6.30600440328949	6.04980145470668	6.23464316140763	6.71299231123149	6.39613666439742	6.41848508750129	6.32911520878064	6.58716172269888	6.29928162682491	7.06768740864074	6.79062207111682	6.66153037053971	6.88709734073245	6.92932346860837	6.5073655531164	6.74245571478371	6.58938588386573	6.83505062075837	0.402242396673323	0.00432804323261905	1.78042455095504	LysoPC(18:2(9Z,12Z))	pos_84	-	HMDB0010386;HMDB0061700	Source_F
86	metab_20143	4.54800820079903	4.04883053170519	3.86203777877949	4.85321732535891	4.31413093863459	4.48917322900235	3.88639790351286	4.79941683204888	4.72693561513459	4.51795494984639	4.96346217702285	4.98556891418238	4.8485949671531	4.96099782369701	4.93450087440913	4.99548181737221	4.7722593721457	4.931632178514	4.95793285154794	0.38936036177945	0.014466051005743	1.68054388058548	Arabinofuranobiose	neg_11432	-	HMDB0029918	Source_F
177	metab_9663	6.11304028660768	6.44504964147248	6.29155141811484	6.59646399970063	5.82454497722395	6.20115564828653	6.53940254610392	7.06157695783283	6.58025076620387	6.11491456934029	6.59305623872577	6.90117140000257	6.93641551660552	7.04433966337408	7.0376207068184	7.04784938424205	6.62007002155284	7.17621548412828	6.78763588102467	0.368552647415097	0.012053050473598	1.63517867761125	Maltotriose	pos_454	C01835	HMDB0001262;HMDB0038852	Source_F
89	metab_20208	6.54846100070299	6.70241347981351	6.62177779370139	7.05630200604826	6.48415634879224	6.4733019001887	6.66390760604685	7.06019381786445	6.98686510536376	6.49207233969193	7.03862967097559	7.09391848510684	7.00533367979684	7.33298910753418	7.26237426415409	7.4227033014665	7.07389139731269	7.36497204751053	7.13852809008641	0.357920563125179	0.00336381660775687	1.83913272912152	D-Maltose	neg_11516	C00208	69-79-4;HMDB0000163	Source_F
151	metab_7106	3.20020570916307	4.58997667098153	4.17831389592604	3.88866049368462	3.77228381516601	3.20020570916307	5.04310021285806	3.66436099266751	4.70429967122493	4.00346935950322	4.82278192740421	4.69901189311251	4.81239506915522	5.09795341079876	4.75089796219216	4.10497000235368	4.87167092297242	4.78935488574579	5.07351495639943	0.352082745326181	0.0307079603787142	1.51782146392516	Trp Trp	pos_7767	-	-	Source_F
19	metab_1325	5.0635333950055	4.64662591888843	4.32875551037798	4.09661096832822	4.14359800157688	4.91323694805418	4.79090130906561	4.39531266765084	4.9972974845708	4.79422274172452	5.26073898272091	5.10445584912415	5.25316378730765	5.27451222809398	5.18063900954193	4.75827500378655	5.21598249274776	5.18952709608702	5.26254820286887	0.34886847809418	0.00965377830419397	1.69941143779632	LysoPE(0:0/18:2(9Z,12Z))	pos_1362	-	HMDB0011477	Source_F
130	metab_5692	5.67688173310721	4.81438471484558	4.36857631159792	5.35515848452332	6.35785973367657	5.72425186489058	5.25762373155462	5.71267429516286	6.05901377898569	5.31228743731961	6.26601860438165	6.40996793008491	6.16794891432988	6.43461924604952	6.27649504328615	6.15557073156578	5.79730277027269	5.93634964708555	6.10482539207879	0.345957702315932	0.0298469278242818	1.5332798402982	Gamma-Eudesmol rhamnoside	pos_6109	-	HMDB0037961	Source_F
178	metab_9672	5.86414477685791	6.1308653551579	6.19490523099155	6.26969365938412	5.77739465878964	5.93345448162273	6.0890727426067	6.50131034777192	6.26877360106849	5.93269172135412	6.36156817402978	6.60281428863752	6.49294137518843	6.75400497167132	6.6712857227873	6.63423900359598	6.42845848005742	6.81748704197005	6.55241338980423	0.34331332969633	0.00230769636595248	1.8970848284967	1-Kestose	neg_5	C03661	HMDB0011729	Source_F
83	metab_19630	5.83600982331182	5.85599233147933	5.25665745807831	5.10775195235426	5.61415589785564	5.51392373616667	5.99102926930552	6.16519242006852	6.37563963664125	6.07173378007794	5.91132134682162	6.44873291810369	6.6142866912773	6.17377709443207	6.19840911816789	6.36971975292544	6.07458983836172	6.80110058546422	6.29302940289185	0.33592676050547	0.0276075855996317	1.49080348973877	A-L-Arabinofuranosyl-(1->3)-b-D-xylopyranosyl-(1->4)-D-xylose	neg_10853	-	HMDB0038865	Source_F
153	metab_7150	4.20583003271369	3.78085912678501	5.0450602835734	3.92195653810429	4.19933592147877	4.30098501115305	4.22063173096664	4.46695479235351	4.66829106545804	4.11088311711884	4.58954456801734	5.2788115191514	5.02866349159898	5.18130529234107	4.94290312363147	4.5481503128708	4.63697871247032	4.77879814045564	4.67540966207209	0.334106543614686	0.0145573844464692	1.59252144064415	4'-O-Methyldavidioside	pos_7815	-	LMPK12120447	Source_F
67	metab_17218	4.98008897476063	3.22605390631706	3.22605390631706	4.42582592832791	4.81074736475163	5.12024741943441	3.22605390631706	4.35572299190236	4.35324465396485	4.99249790644817	5.15801818495927	4.86350579698021	4.94529028122008	4.84597998972408	5.20399838031933	5.10845390631914	5.46475591358028	5.17961430777938	5.22837119956993	0.329736729638151	0.0468717155506013	1.43143705074665	3,4,5-trihydroxy-6-{4-[1-hydroxy-3-(5-methoxy-2,2-dimethyl-2H-chromen-6-yl)propyl]phenoxy}oxane-2-carboxylic acid	neg_8301	-	-	Source_F
3	metab_10233	5.21101337485057	5.67493492032618	5.73827495699896	5.33563236161549	5.2895655356513	4.94157611043668	5.81270387020217	5.98690597913916	6.13154302771732	5.6095784234272	5.69630209627162	6.33541790376412	6.39889884186206	6.08954845090404	6.09682629429928	6.36156849254502	5.87233687634978	6.3588885824591	6.04713409829237	0.323365979018118	0.013546872812065	1.60781373816474	Maltopentaose	neg_577	-	HMDB0012254	Source_F
134	metab_6022	4.79894339892627	4.67995437979277	4.90079027088388	5.18865569680516	5.26982859250141	4.89364496924518	4.851104893353	5.451704546156	5.33044447380936	4.84695508540164	5.56795020585689	5.67127201077563	5.59310325647177	5.65403840335258	5.74376947618332	5.36533618650016	5.6169277062816	5.55496496250138	5.63744990196073	0.305523475016546	0.00232427912225449	1.93558323911004	Alpha-Linolenoyl Ethanolamide	pos_6534	C13828	HMDB0013624	Source_F
69	metab_17351	5.13500543085321	4.35510892948516	4.16218022533067	4.98244268414369	5.14207414947135	5.03305265768219	4.12366795092742	5.07460024940376	4.90850102367956	5.00071729780485	5.42869088924367	5.46494878166575	5.4784962484335	5.28141845566545	5.33336750959717	5.18290126328112	5.58105747852243	5.63031843603245	5.51748641267792	0.291929910965375	0.00948170232732196	1.72472359677081	Gibberellin A87	neg_8439	-	HMDB0039239	Source_F
148	metab_6922	4.1980727451379	3.86075190448403	4.31260440662261	3.99325122969193	4.25671519710627	4.31465358173856	3.87357620711772	4.44276237246201	4.48233832880381	4.00826270412887	4.6123061704451	4.80106527589639	5.08718486450699	4.83016631840226	4.94798586231512	3.99155501735102	4.69892442476657	4.78443624276685	4.64506910305354	0.27586894953723	0.00965377830419397	1.69354380025523	Idarubicinol aglycone	pos_7575	-	-	Source_F
78	metab_18146	2.27502588289957	2.22207668955098	2.22207668955098	2.22207668955098	2.53803351325584	2.70210018434218	2.22207668955098	2.22207668955098	3.74486426199395	2.22207668955098	3.08427043166132	3.96120795928495	3.22951598570922	3.85264160708495	2.96737789826862	2.61132199360597	2.96151785626459	3.36067282535397	3.30983286716446	0.265039752948284	0.014466051005743	1.59349224870477	(3,4,5,6-tetrahydroxyoxan-2-yl)methyl 3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate	neg_9271	-	-	Source_F
2	metab_10228	3.60939717355147	4.9249009574817	4.74281403391993	3.60939717355147	3.94091139118112	3.60939717355147	5.11241619640397	5.25868079064858	5.40667078665617	4.82272833150866	4.93143734631795	5.68363951536188	5.67370569649145	5.26828672123208	5.3991694850764	5.66294116793802	5.0846715527253	5.66544474093577	5.24549239614765	0.264631887169411	0.0298469278242818	1.50796938314235	3S-hydroxy-hexanoyl-CoA	neg_572	-	HMDB0062262	Source_F
60	metab_16955	3.24762464783395	3.81125874531059	3.81011728911002	2.86122749161582	3.98737013963157	3.08507097791929	4.26461244819025	3.97944140506754	4.79478930553435	2.86122749161582	4.44952372324402	5.14274531036311	4.80630657628518	4.72821064878269	4.53460644689708	4.24427710853024	4.44388214490447	4.39527013650075	4.32891565229269	0.257392011607815	0.0160595322290453	1.60632473248402	Diosmetin	neg_8005	C10038	HMDB0029676;LMPK12110824	Source_F
