"","z1","z2","z3","z4","z5","z6","z7","z8","z9","z10","z11","z12","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12"
"OTU853",0,0,1,0,1,0,0,0,0,0,2,0,2,2,1,2,3,3,0,3,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU615",2,3,8,5,2,4,4,7,3,11,3,14,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,4,1,7,8,3,6,1,2
"OTU1009",0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1
"OTU614",0,0,1,0,0,0,0,0,0,0,0,0,8,4,4,3,11,3,6,1,2,1,2,14,0,0,1,0,0,0,0,0,0,0,0,0
"OTU1006",1,0,0,0,0,0,3,1,1,1,2,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,4,0,2,2,6,3,1
"OTU1056",1,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,4,1,0,1,0
"OTU617",0,0,1,0,0,0,0,0,0,0,0,0,9,2,6,15,12,5,2,6,7,17,8,2,2,3,1,1,3,2,4,6,10,3,1,0
"OTU1007",0,5,1,0,0,0,0,0,1,3,4,5,3,0,0,4,1,0,0,0,1,7,4,0,0,1,5,0,0,0,1,5,0,0,1,0
"OTU616",11,15,11,6,5,9,14,12,13,15,23,19,1,1,1,1,4,0,2,3,3,0,2,0,2,5,6,1,1,12,9,5,10,5,5,11
"OTU1004",0,1,2,1,0,1,1,3,2,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1
"OTU1134",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU471",3,8,5,6,5,3,13,9,7,18,7,8,20,25,7,9,4,2,3,12,8,7,5,6,0,4,2,0,0,3,1,3,1,1,0,3
"OTU470",2,1,3,48,108,63,18,2,5,3,0,0,2,1,5,1,5,24,385,3,0,0,0,185,18,3,0,38,45,7,1,0,0,0,9,2
"OTU473",3,11,4,1,0,1,2,3,1,13,11,9,0,4,0,5,2,1,0,5,10,2,3,2,0,1,0,0,0,0,0,0,0,2,0,1
"OTU472",32,7,31,8,6,3,28,0,6,8,11,17,21,7,4,20,17,8,4,8,9,12,25,12,2,3,10,1,0,1,4,3,0,3,3,0
"OTU475",5,0,3,3,4,0,1,0,0,0,0,2,22,3,2,3,32,10,3,4,6,2,1,9,0,3,1,1,0,0,0,0,0,1,0,0
"OTU474",6,6,9,8,10,8,7,14,8,13,7,16,10,13,15,9,12,5,5,8,17,5,3,9,6,9,5,2,12,15,3,10,26,18,19,19
"OTU477",0,4,5,3,11,7,24,8,6,7,12,6,2,15,5,3,3,3,3,6,6,9,2,9,1,16,2,3,5,14,6,7,5,4,3,3
"OTU476",10,13,5,3,1,3,5,2,1,2,10,3,8,8,8,13,4,1,1,6,13,25,24,4,2,13,7,3,3,2,10,10,2,8,3,2
"OTU479",2,2,8,5,2,2,9,3,1,5,10,3,2,14,3,12,5,5,4,11,15,13,11,10,5,14,16,4,4,15,21,13,3,14,1,4
"OTU478",4,9,0,1,1,0,2,0,0,0,0,0,8,0,0,29,2,0,0,2,2,12,55,0,1,6,15,0,0,0,6,2,0,0,1,0
"OTU977",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0
"OTU629",0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,3,3,0,0,1,8,0,0,1,18,3,2,0,0,0
"OTU578",4,6,3,2,2,5,9,6,3,5,16,6,1,6,1,0,0,3,1,11,3,9,3,4,0,0,0,0,0,1,1,1,0,1,0,0
"OTU579",3,11,11,17,16,17,11,23,19,11,17,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"OTU1000",0,0,1,1,0,1,2,2,1,0,1,0,1,1,2,0,0,1,0,0,2,0,0,0,0,1,0,0,1,6,0,2,0,0,0,1
"OTU1195",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"OTU570",22,21,12,6,3,5,15,2,5,1,8,6,13,3,2,6,1,2,0,2,4,7,11,2,0,1,0,0,3,8,0,0,0,0,1,2
"OTU571",2,1,6,6,1,3,1,9,5,4,5,11,6,3,2,6,10,4,2,2,3,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0
"OTU572",14,24,18,14,10,6,12,5,8,11,33,26,6,5,6,7,10,6,3,9,8,3,7,12,2,20,2,3,4,18,16,18,17,6,6,5
"OTU573",0,0,0,0,0,0,0,1,0,0,0,0,2,4,4,10,2,0,2,4,4,3,0,2,1,1,2,0,0,2,2,4,2,1,1,1
"OTU574",6,0,15,16,1,3,1,1,1,1,1,0,5,1,0,1,5,2,0,1,1,1,0,1,0,12,3,3,4,10,0,1,1,1,1,1
"OTU575",6,5,5,2,1,1,0,0,3,6,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU576",6,7,4,1,0,2,0,0,0,2,8,1,3,2,0,7,8,0,0,3,3,4,3,0,0,0,9,3,2,0,6,5,3,0,0,1
"OTU577",1,4,5,2,3,1,7,2,4,7,12,7,2,0,4,3,4,1,2,3,4,3,6,5,3,6,5,5,1,3,0,5,4,6,5,4
"OTU619",0,0,4,0,1,1,5,2,3,3,2,1,4,5,3,3,5,2,4,5,3,4,2,3,3,7,4,1,2,7,4,2,7,11,3,12
"OTU618",0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,8,5,1,3,1,3,14,1,0,0,0,1,0,2,0,0,0,1,0,0
"OTU752",2,4,6,4,5,2,3,0,4,2,5,4,2,2,0,4,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"OTU753",1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,3,0,0,5,3,6,5,0,0,1
"OTU755",1,0,0,3,1,0,10,2,1,6,2,1,6,6,4,6,3,3,0,6,9,1,5,6,4,5,4,4,8,8,4,4,2,3,7,9
"OTU208",100,86,59,60,22,30,5,5,18,25,51,39,6,2,3,22,3,5,1,2,10,12,9,3,3,8,7,9,6,1,5,10,9,4,8,4
"OTU209",2,0,5,2,0,0,0,2,0,0,0,1,27,20,10,35,89,24,14,11,23,5,3,24,1,5,0,0,0,1,0,0,0,4,0,0
"OTU206",12,19,13,2,3,3,3,4,1,3,9,4,31,3,1,35,11,8,2,7,13,11,24,3,5,31,111,15,17,5,87,35,14,6,4,4
"OTU207",120,74,118,87,49,28,35,13,9,54,184,78,4,0,0,4,0,2,0,1,0,3,2,1,29,128,136,59,46,32,125,86,35,21,6,7
"OTU204",0,1,0,0,1,3,5,4,0,0,1,1,1,0,2,0,0,2,1,1,0,1,0,6,37,12,3,26,110,61,9,8,24,63,41,59
"OTU205",15,38,25,22,49,55,35,11,25,36,28,27,51,52,29,63,55,97,75,76,72,93,72,66,2,2,1,1,2,1,3,2,2,6,0,3
"OTU202",16,32,31,13,15,23,47,37,24,34,65,41,30,37,14,8,31,11,7,22,25,26,16,39,9,27,38,17,28,106,57,90,72,76,31,44
"OTU203",13,9,12,10,7,10,15,17,19,35,44,30,16,49,24,7,18,8,11,42,40,35,20,15,20,70,44,24,53,86,78,50,92,89,52,54
"OTU200",12,22,19,5,5,9,21,9,7,11,26,17,54,32,9,53,60,22,17,53,66,84,60,16,12,33,63,29,27,55,132,47,44,22,8,19
"OTU201",19,34,31,70,46,48,76,137,78,49,67,35,24,32,60,11,17,31,33,33,34,30,27,30,31,73,21,38,87,79,64,61,51,30,41,82
"OTU1192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
"OTU848",0,0,0,2,0,4,3,3,4,2,4,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU891",1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,9,1,7,4,1,5,4,5,1,8
"OTU1193",0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0
"OTU682",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,2,0,0,1,15,0,1,0,0,0,0,0,0,0,0,0,0
"OTU683",2,8,0,2,3,1,0,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"OTU680",3,8,11,4,6,7,11,3,4,8,4,3,13,23,0,8,14,4,5,9,6,6,4,7,0,6,8,1,1,4,5,8,0,3,0,2
"OTU681",0,3,0,0,1,0,1,1,0,2,2,1,1,0,2,2,2,0,3,0,1,13,12,0,0,2,4,1,1,3,2,0,0,1,0,0
"OTU686",12,17,10,4,3,4,9,5,6,8,18,10,1,1,1,0,2,1,1,1,2,3,1,2,2,4,2,2,4,8,11,5,4,3,0,3
"OTU486",7,7,18,9,4,5,11,14,12,20,18,22,7,8,2,5,9,3,0,8,6,3,2,4,4,12,5,11,6,22,7,17,16,10,8,14
"OTU684",1,6,1,0,3,6,10,13,9,4,3,1,1,0,7,3,0,1,5,5,6,5,1,7,3,1,1,0,10,14,0,2,0,1,0,5
"OTU685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,1,0,1,1,3,3,0,1
"OTU688",0,0,0,0,0,1,5,3,0,0,0,0,1,1,3,0,0,0,0,0,1,1,0,10,4,7,0,6,3,0,0,0,0,2,0,0
"OTU487",0,0,1,0,0,0,0,0,0,0,0,0,14,2,0,8,11,1,2,2,5,31,27,1,2,3,11,1,0,0,17,15,11,4,1,0
"OTU763",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,2,0,0,0,0,11,13,1,7,8,6,1,2,4,1,2,2
"OTU716",1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,3,4,0,3,8,3,1,6,1
"OTU372",0,2,0,6,13,26,9,10,2,0,0,0,0,16,84,0,1,8,36,1,0,1,0,105,2,0,0,3,4,8,1,0,0,0,1,5
"OTU373",2,0,2,17,21,54,35,0,1,1,0,0,0,0,4,0,3,6,34,0,0,2,0,50,5,4,0,8,29,18,0,0,0,0,0,0
"OTU279",4,0,9,12,3,2,0,0,0,0,0,1,27,11,1,19,88,50,13,14,26,9,0,17,4,5,3,7,1,1,0,0,0,3,0,0
"OTU278",2,7,3,5,4,5,3,7,11,8,9,5,49,108,95,46,83,82,107,96,114,86,42,73,75,111,35,88,112,71,71,78,105,40,119,108
"OTU376",2,6,1,2,10,15,9,25,19,11,10,7,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"OTU377",16,10,18,10,3,7,4,13,15,9,9,25,8,8,10,13,12,10,5,11,13,8,9,4,3,12,7,5,6,30,8,10,8,6,8,37
"OTU374",21,9,12,12,8,8,30,17,22,11,23,6,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU375",2,0,3,4,2,0,3,4,2,1,1,1,26,17,14,14,34,18,9,16,8,4,3,27,0,1,0,0,0,0,0,0,0,1,0,0
"OTU273",9,18,14,14,17,9,25,12,19,30,28,19,11,26,16,15,18,22,16,31,43,29,11,14,16,21,21,23,20,37,30,22,29,18,8,20
"OTU272",1,0,1,0,0,5,1,3,2,0,0,0,31,14,8,61,31,26,15,12,18,45,39,31,5,19,20,4,0,2,20,2,3,3,0,1
"OTU271",40,58,22,8,2,0,3,5,9,4,23,23,22,7,2,40,14,3,2,14,22,23,49,4,0,3,4,0,0,0,3,6,1,2,0,2
"OTU270",13,18,7,26,17,22,56,62,33,11,40,17,3,1,0,1,2,5,2,2,4,12,5,3,4,6,2,3,5,7,10,5,3,1,6,9
"OTU277",9,10,21,17,13,11,24,14,23,15,26,15,20,47,27,11,30,20,15,44,44,24,12,21,19,23,25,18,20,39,24,23,36,28,26,20
"OTU276",32,32,12,1,1,2,0,2,2,5,22,8,15,4,0,11,11,3,1,7,20,27,32,4,6,12,93,1,4,9,110,30,25,16,11,5
"OTU275",10,41,10,5,6,2,4,0,0,1,39,1,21,3,4,15,23,5,1,1,11,70,78,9,5,13,16,3,5,13,51,3,1,1,3,3
"OTU274",1,0,1,0,3,4,89,48,4,4,0,0,6,6,9,1,6,4,16,6,1,5,3,19,8,8,4,4,24,64,9,5,7,8,22,43
"OTU105",31,11,41,70,163,237,126,252,310,116,28,47,70,182,238,25,140,123,270,158,103,53,28,207,86,96,14,108,139,27,21,27,68,106,89,41
"OTU104",79,117,51,26,10,7,21,29,21,30,93,66,65,101,53,157,57,22,9,104,210,185,163,32,1,13,8,3,3,10,18,27,29,20,9,17
"OTU107",37,22,17,5,33,26,17,12,21,15,4,8,29,60,130,61,16,23,38,44,21,18,18,292,19,4,11,2,53,29,8,4,2,14,17,9
"OTU106",92,94,142,81,48,31,47,79,87,173,136,189,49,60,33,64,63,33,34,86,88,60,56,40,21,82,35,30,28,62,93,59,47,31,19,18
"OTU101",53,68,91,145,87,82,98,257,160,78,103,80,96,110,100,72,91,102,82,116,126,110,77,48,44,84,39,94,77,62,75,56,75,58,103,121
"OTU100",0,0,0,0,1,2,13,16,6,0,0,1,11,117,224,4,3,9,39,25,9,5,3,357,10,8,8,3,95,110,1,13,20,48,43,165
"OTU103",210,169,61,23,5,6,27,33,14,20,123,65,88,55,32,172,86,21,19,45,85,288,400,15,0,22,52,1,2,11,42,22,14,7,1,9
"OTU102",87,212,114,112,105,117,261,276,200,161,514,227,147,280,117,106,164,40,43,352,333,203,175,212,34,77,60,52,53,42,45,254,174,156,82,70
"OTU725",0,0,0,0,0,1,0,0,0,0,0,0,6,9,10,6,5,8,2,6,10,8,3,1,4,4,7,5,6,2,3,7,4,4,3,6
"OTU713",4,0,6,4,2,2,4,8,6,7,4,5,0,2,0,0,0,0,0,2,2,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0
"OTU109",2,8,8,2,1,1,0,2,0,2,13,4,7,0,1,1,3,0,0,1,3,4,6,1,10,23,58,5,2,5,98,347,267,81,13,18
"OTU108",113,168,171,103,60,100,255,161,114,142,292,169,81,86,39,48,99,38,32,104,125,109,77,83,10,34,27,12,10,45,42,11,12,17,11,23
"OTU724",2,1,5,3,1,1,10,0,2,2,1,1,4,4,6,0,1,2,1,1,0,2,1,11,0,2,3,1,7,5,1,1,2,0,3,10
"OTU295",16,82,5,3,2,7,6,11,4,8,39,12,19,15,7,41,11,4,2,8,21,102,65,0,0,1,1,0,0,0,0,0,0,1,0,1
"OTU294",36,59,16,5,1,6,2,4,8,14,21,20,5,0,1,9,1,1,1,2,1,13,13,2,0,0,1,0,0,0,1,1,0,0,0,0
"OTU297",27,23,32,19,11,19,35,32,25,33,38,24,25,55,15,43,57,29,20,70,88,46,49,26,2,7,10,2,4,11,9,4,7,5,5,3
"OTU296",25,50,22,31,20,6,10,7,1,11,13,34,56,16,4,92,55,12,5,13,28,30,169,29,2,18,23,2,3,2,82,22,11,24,3,2
"OTU291",20,24,12,11,4,6,21,10,8,11,23,13,17,39,18,19,26,9,15,30,24,29,36,21,5,24,16,5,16,24,55,26,23,30,10,12
"OTU290",16,44,34,16,23,21,108,36,34,59,62,56,2,3,6,3,4,1,0,6,2,10,5,6,13,36,29,13,70,102,88,60,53,66,29,46
"OTU293",0,1,1,0,0,1,0,1,0,0,0,0,4,1,1,2,2,1,1,2,3,2,2,4,4,22,36,14,8,19,23,18,27,36,20,18
"OTU292",23,19,49,62,30,17,7,10,13,16,27,30,4,2,2,1,9,4,4,8,5,2,2,4,1,1,0,1,1,0,2,0,2,1,2,1
"OTU732",2,5,2,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,1,9,4,1,2,2,0,0,1,7,1,2,1,1,0
"OTU871",0,0,1,0,1,0,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU726",1,4,2,2,1,0,3,0,0,1,0,1,2,4,1,4,0,1,1,2,2,1,4,2,0,3,1,0,0,8,0,1,0,0,0,8
"OTU299",16,14,32,20,14,3,10,2,11,29,29,32,33,23,3,17,22,14,10,19,25,19,17,16,2,7,4,2,4,19,7,16,6,13,6,8
"OTU298",29,24,13,4,4,3,11,5,4,1,11,3,24,5,8,44,11,6,0,2,8,20,37,11,0,2,6,3,2,8,7,2,4,0,5,6
"OTU852",1,5,1,1,1,1,3,2,2,1,5,1,3,7,1,1,2,0,3,5,6,3,3,4,2,6,6,1,1,5,6,9,3,1,1,4
"OTU687",0,1,0,0,0,0,0,1,0,0,1,0,6,14,4,7,6,2,0,3,3,2,2,3,0,3,4,0,6,7,4,3,1,1,1,2
"OTU1154",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"OTU1191",0,2,0,0,1,0,0,0,0,0,2,0,3,0,0,0,1,1,0,2,0,0,3,0,1,2,1,1,3,0,0,0,0,0,1,0
"OTU1032",2,9,3,1,0,0,2,0,0,0,2,2,0,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"OTU890",3,0,2,1,1,0,1,4,1,2,4,0,1,2,0,2,1,0,0,1,0,0,2,0,0,0,1,1,0,6,4,3,1,0,0,3
"OTU1011",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU704",3,2,2,1,2,0,1,0,3,0,5,2,3,8,3,1,2,4,3,3,3,5,1,5,0,3,1,1,0,5,1,1,1,3,2,1
"OTU1013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,2,3,0
"OTU1012",1,3,2,1,2,0,4,0,1,0,6,0,3,1,2,4,0,1,1,2,3,4,4,2,0,1,3,0,0,0,4,2,0,0,0,0
"OTU896",2,0,1,2,2,0,1,2,1,2,0,3,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,1,1,4,0,1,1,0,1,0
"OTU1014",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU198",8,5,11,12,16,15,170,26,26,33,17,17,19,44,23,12,22,12,15,19,24,24,11,47,0,9,4,2,23,37,5,6,8,4,6,4
"OTU199",70,61,63,14,7,2,26,5,6,35,60,61,70,52,6,67,95,13,7,78,93,95,116,46,0,11,7,0,2,7,10,13,2,19,1,2
"OTU196",22,0,49,43,18,31,44,13,10,11,1,7,47,19,16,17,103,22,24,11,17,0,0,55,15,94,10,47,31,54,0,2,12,8,9,14
"OTU197",17,2,76,34,12,18,18,10,12,12,10,17,62,71,51,15,106,20,13,40,28,6,5,67,3,23,7,7,7,30,0,2,3,9,3,13
"OTU194",58,47,59,41,49,30,147,36,69,37,40,35,205,110,56,115,32,24,52,27,44,73,69,153,5,34,34,4,32,71,23,28,17,17,56,66
"OTU195",22,15,101,85,43,40,56,20,39,40,63,34,3,8,3,3,5,3,10,1,2,4,1,24,5,9,0,7,4,12,0,2,0,1,1,1
"OTU192",45,227,16,1,2,1,1,2,2,3,49,4,11,7,2,27,2,0,0,5,7,76,94,4,2,10,48,0,2,7,188,63,12,7,0,2
"OTU193",104,57,53,18,10,3,3,17,16,29,50,57,90,44,32,150,125,32,14,70,97,142,139,40,5,19,9,1,2,9,15,19,7,18,10,21
"OTU190",0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,79,62,49,36,43,59,79,110,100,33,24
"OTU191",32,63,55,31,26,43,158,86,47,51,109,55,1,1,0,0,0,0,0,0,0,17,1,2,0,1,0,1,2,1,3,0,1,1,0,0
"OTU607",0,7,10,7,1,1,19,5,4,5,7,3,3,3,1,4,7,1,1,0,5,2,5,4,0,0,0,0,0,0,0,1,0,0,0,0
"OTU689",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,1,0,0,0,7,19,24,0,0,0,0,0,0,0,1,2,0,0,0,0
"OTU1031",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,0,1,1,2,6,5,4
"OTU859",9,6,2,2,0,0,1,3,3,3,1,2,1,1,3,4,8,3,0,2,2,5,11,2,0,3,2,3,0,8,3,0,2,1,7,15
"OTU895",0,0,0,0,0,8,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU958",6,4,5,3,3,1,0,1,0,1,0,2,2,0,0,2,2,0,0,0,0,1,1,0,2,9,30,1,0,1,8,1,0,0,0,0
"OTU1003",2,0,3,1,0,0,4,2,2,0,1,0,0,2,0,0,0,0,0,1,3,2,0,2,0,0,0,1,1,0,0,0,1,1,1,2
"OTU1130",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,2,0,0,0,0,0,1
"OTU996",11,0,13,2,4,5,0,0,0,0,0,2,4,0,0,2,1,4,5,0,1,1,1,7,0,5,5,6,0,0,1,1,0,0,0,0
"OTU997",0,0,0,1,0,1,0,0,1,0,0,0,2,2,0,1,2,1,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"OTU994",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1,1,0,1
"OTU995",1,1,0,1,0,1,2,3,1,3,0,3,1,3,1,0,3,1,0,3,1,1,0,6,0,5,0,0,1,9,1,0,2,0,1,1
"OTU992",0,0,0,0,1,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,11,0,0,1,0,0,4
"OTU993",0,2,1,0,0,1,2,2,0,1,0,2,1,2,1,0,1,1,0,4,3,0,0,0,2,0,1,1,1,3,0,0,1,5,0,3
"OTU38",13,3,12,33,75,160,41,16,21,1,1,2,22,21,96,61,61,211,996,3,3,0,7,485,4,4,0,2,13,1,2,0,0,2,1,0
"OTU39",34,33,70,40,38,34,127,182,98,121,78,130,278,332,311,163,310,160,101,478,359,247,145,263,118,441,143,155,186,619,179,547,607,558,341,531
"OTU36",18,13,19,37,47,72,11,91,81,35,20,39,196,265,685,94,287,542,295,326,257,145,57,170,139,127,24,189,83,16,139,149,77,195,244,73
"OTU37",139,87,127,249,299,575,282,195,264,81,63,52,517,329,1243,487,570,1309,1590,356,261,376,354,1073,1420,460,377,1456,1546,478,153,205,215,329,957,572
"OTU34",2,15,21,24,38,133,1149,469,169,61,24,23,22,284,486,18,30,86,225,83,48,77,19,846,46,31,8,40,257,517,11,41,47,175,214,424
"OTU35",116,114,192,113,128,236,2205,796,383,291,186,288,165,286,319,101,175,125,142,263,260,225,105,394,97,156,98,153,193,865,123,211,217,243,319,544
"OTU32",13,19,11,13,18,17,7,24,22,22,32,23,185,317,717,346,277,600,359,598,655,566,859,161,67,59,68,37,40,11,133,129,156,126,109,89
"OTU33",24,36,22,8,6,7,17,4,11,8,22,11,222,164,180,669,281,90,34,203,361,532,401,134,10,43,9,11,14,27,24,17,4,25,8,9
"OTU30",33,47,45,83,152,198,1287,822,363,94,34,52,1,1,1,0,0,2,6,1,1,50,4,6,29,36,18,22,90,197,32,31,21,41,47,62
"OTU31",19,4,26,80,101,66,18,70,38,16,6,8,165,233,628,166,429,1648,694,170,179,63,161,240,61,37,8,121,27,1,4,5,5,12,26,9
"OTU894",4,4,1,0,0,0,0,0,1,0,1,1,2,1,1,1,0,0,0,2,1,3,4,1,0,0,1,1,0,2,0,5,0,2,1,0
"OTU371",14,13,8,14,1,2,4,6,10,7,11,7,19,7,20,24,28,12,13,9,9,15,36,8,0,0,1,1,0,3,1,1,1,0,1,2
"OTU959",15,16,11,11,9,1,1,9,7,5,8,6,49,12,17,79,25,39,13,24,30,50,113,2,1,3,1,4,4,0,0,0,3,0,1,1
"OTU870",2,0,1,0,1,0,0,2,0,2,0,1,1,1,4,1,5,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"OTU985",0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0
"OTU987",1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,3,4,0,2,0,1,1,2,0,0,7,0,1,1,0,0,1,2,0,0,0
"OTU986",1,1,0,2,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,3,6,0,2,2,1,4,3
"OTU1133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,4,3,3,3,6,5,2,3,2,2,2,5
"OTU435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,16,15,6,3,8,22,9,15,16,11,14
"OTU378",1,1,0,0,0,0,0,0,0,0,0,0,13,0,4,24,4,2,1,2,7,11,9,3,0,7,6,1,0,1,6,8,4,1,3,2
"OTU813",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,5,1,1,3,7,4,2,1,0,1
"OTU379",1,2,1,0,2,4,6,1,0,1,0,1,60,42,8,87,68,20,12,35,49,83,93,22,5,28,33,19,8,6,31,41,26,60,27,11
"OTU538",4,11,3,4,3,0,23,19,9,17,16,17,16,2,3,13,2,3,3,21,25,6,2,13,1,2,1,4,9,25,3,10,4,6,5,8
"OTU539",8,4,4,6,7,9,7,7,9,15,13,27,19,19,12,6,8,7,8,21,27,12,5,1,7,23,11,9,10,18,11,16,14,19,4,14
"OTU812",1,0,0,0,0,0,0,0,1,0,0,0,4,0,1,10,0,1,1,2,0,2,11,0,0,4,1,0,2,2,5,3,2,1,2,1
"OTU534",0,0,1,0,0,0,0,0,0,0,0,0,15,4,2,29,3,1,2,4,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU535",47,35,26,11,2,2,4,2,0,3,26,13,6,0,0,11,4,0,1,0,2,7,7,0,2,4,3,1,2,5,1,2,2,2,4,3
"OTU536",2,3,7,1,1,2,0,2,1,1,8,4,7,5,4,7,6,2,5,9,6,6,2,2,4,7,5,1,9,6,5,7,3,4,0,0
"OTU537",4,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,30,4,4,0,5,1,0,0,2,1
"OTU530",2,10,4,4,1,5,13,14,9,17,12,7,8,19,13,9,15,10,6,20,20,15,10,15,11,27,18,11,19,39,24,23,19,49,14,48
"OTU531",0,0,0,1,1,1,1,0,1,0,0,0,0,2,4,0,11,3,1,4,2,2,1,13,3,19,4,23,15,15,8,6,2,1,1,1
"OTU532",2,1,1,2,1,10,17,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,4,2,0,4,20,25,0,0,0,0,0,0
