"","z1","z2","z3","z4","z5","z6","z7","z8","z9","z10","z11","z12","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12"
"OTU879",8,3,2,1,0,0,2,0,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,3,4,1,16,5,4,3,4
"OTU878",2,0,5,4,0,3,2,0,0,2,2,0,0,1,0,0,11,2,0,2,0,0,2,4,0,0,1,0,1,1,0,1,0,0,0,0
"OTU56",257,125,167,287,195,153,32,102,93,48,62,56,735,154,432,646,834,1120,627,206,206,484,646,259,892,654,941,566,475,127,322,201,175,82,472,288
"OTU972",0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU721",0,1,3,0,1,2,3,3,4,1,3,1,7,5,1,3,2,1,0,1,0,2,1,3,0,9,8,1,3,6,1,2,1,1,1,10
"OTU57",16,19,13,22,26,34,64,27,23,18,11,17,94,97,63,104,85,73,134,90,99,87,94,156,237,261,248,143,522,379,354,181,177,329,169,188
"OTU589",0,0,1,0,1,0,0,0,0,0,0,0,6,3,0,1,0,1,0,0,0,3,0,2,1,13,2,0,6,10,0,5,0,3,1,6
"OTU588",23,30,18,18,13,4,5,3,7,4,11,6,6,2,0,7,8,5,9,1,8,9,43,4,4,7,9,2,5,0,8,4,1,0,0,0
"OTU581",10,12,8,2,1,2,2,3,0,0,12,4,6,1,0,3,5,1,1,4,7,16,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"OTU580",3,8,2,0,1,1,2,2,1,0,4,4,3,4,6,7,6,4,0,3,6,6,9,3,0,5,2,0,1,0,0,5,1,2,0,3
"OTU583",0,0,0,1,1,3,52,27,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU582",4,6,6,21,8,3,0,5,4,1,2,1,1,0,2,0,0,1,0,0,0,0,0,0,3,1,0,3,1,0,0,0,2,0,0,0
"OTU585",1,0,1,2,0,0,2,1,5,2,0,2,4,8,4,3,2,1,1,5,3,4,0,8,1,3,5,0,3,8,3,5,9,12,4,13
"OTU584",2,0,4,4,1,0,4,5,5,1,1,1,14,7,6,4,18,3,2,4,2,2,0,4,2,7,7,1,1,3,0,4,4,1,0,2
"OTU587",0,0,1,1,1,2,8,10,3,11,1,4,5,17,11,2,1,1,2,7,2,1,1,2,1,4,0,0,1,6,1,6,2,3,1,11
"OTU586",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,27,24,19,10,8,0,0,1,0,0,0
"OTU1141",15,13,13,10,29,10,5,21,12,5,7,21,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,2,0,1,1,1,0,2,3,1
"OTU973",0,0,1,0,3,1,4,1,2,7,0,1,1,4,1,0,1,0,0,3,1,0,0,2,0,0,0,0,0,4,0,0,0,3,1,0
"OTU648",10,3,22,13,4,8,14,27,8,24,33,34,1,1,0,1,2,0,0,0,0,1,0,0,1,1,1,1,0,3,0,0,6,1,2,1
"OTU720",1,0,0,0,1,0,0,1,0,0,0,0,12,21,38,9,21,42,27,20,16,10,5,11,1,1,0,0,0,0,1,1,1,0,2,0
"OTU703",1,0,2,1,2,3,1,10,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU563",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,1,0,0,0,2,4,6,0,6,14,5,4,6,9,9,12
"OTU649",1,0,1,0,0,0,6,3,3,1,1,0,5,15,7,5,3,2,2,3,3,3,2,9,0,6,4,0,5,17,4,3,0,1,0,7
"OTU562",3,2,4,7,10,3,16,5,5,8,10,11,2,2,1,1,1,1,2,3,4,5,4,6,2,3,6,4,1,4,6,2,1,3,1,2
"OTU512",0,1,0,0,0,0,0,0,0,0,0,1,11,11,8,24,15,5,10,18,10,4,6,14,0,0,0,0,0,2,0,0,1,0,3,1
"OTU513",14,22,12,22,5,6,9,6,23,13,8,8,3,3,5,13,8,5,1,11,13,15,24,4,2,18,7,19,2,1,15,27,9,4,34,4
"OTU459",9,9,8,8,19,5,38,12,8,23,8,12,18,13,4,13,4,2,2,4,5,4,4,22,0,7,6,0,3,5,1,0,2,1,0,1
"OTU458",0,0,0,0,0,1,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"OTU516",0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,3,4,0,0,0
"OTU517",2,10,2,0,0,0,3,11,4,1,3,0,8,4,17,23,7,3,3,6,12,21,33,6,2,3,8,3,3,5,9,9,0,7,10,23
"OTU514",0,0,0,0,0,1,0,1,0,0,0,1,2,0,3,1,2,0,0,0,2,2,2,2,4,12,7,9,1,3,8,7,11,10,7,4
"OTU515",6,18,13,1,7,5,3,11,10,10,12,9,7,25,10,11,13,11,3,6,9,24,27,2,0,14,12,1,4,7,12,11,6,19,1,1
"OTU453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,56,2,12,7,7,2,4,11,1,0,2
"OTU452",0,0,0,0,0,0,0,0,0,1,0,0,2,15,3,0,14,13,14,15,10,3,9,18,0,0,1,1,1,3,0,0,2,0,0,3
"OTU451",2,0,4,8,8,8,3,0,1,1,0,0,0,4,4,0,4,10,8,0,1,0,0,22,1,1,0,0,1,2,0,0,0,0,0,0
"OTU450",10,4,10,3,3,2,14,15,8,7,9,11,5,5,4,8,14,5,0,11,10,11,5,9,1,14,3,2,3,8,3,4,1,10,4,6
"OTU457",23,11,18,5,5,9,5,0,0,9,12,11,0,0,3,1,1,1,2,0,0,0,3,1,0,3,0,0,0,1,6,2,2,1,1,0
"OTU456",115,141,55,10,10,19,23,13,9,13,41,17,55,15,8,53,24,8,10,16,22,66,97,15,5,20,65,9,5,12,45,10,9,10,4,5
"OTU455",3,3,4,3,3,9,10,13,2,6,14,14,23,62,26,15,23,22,25,48,62,44,31,39,0,3,0,1,3,3,1,0,0,2,1,3
"OTU454",1,4,3,8,17,7,49,28,19,26,7,15,1,5,5,6,1,3,4,3,2,6,1,7,4,9,3,1,15,55,5,1,4,4,7,26
"OTU723",1,2,4,0,3,1,3,6,4,1,4,7,0,2,3,1,1,1,1,1,0,0,2,1,1,2,1,2,8,8,0,2,2,4,7,3
"OTU811",1,2,0,2,4,2,3,5,9,9,9,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,1,1,0,1,0,0
"OTU908",3,7,3,2,1,0,3,0,0,3,3,0,5,1,2,8,0,1,0,1,0,0,3,0,0,0,3,1,0,0,2,0,0,0,0,1
"OTU228",15,6,23,42,68,66,94,44,56,33,12,23,1,6,5,0,3,2,11,8,2,5,3,12,11,6,2,8,33,33,4,4,11,18,13,16
"OTU229",31,28,44,31,13,14,6,45,30,62,65,108,0,0,1,0,0,0,0,0,0,2,0,0,1,20,23,6,15,22,13,22,40,20,16,15
"OTU738",1,1,1,0,0,2,7,0,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,3,5,2,1,3,3,1,2
"OTU739",0,0,1,3,1,2,3,4,2,7,2,3,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU953",25,47,27,8,28,30,73,49,24,69,70,36,0,1,0,1,1,2,1,2,2,5,1,1,1,0,0,1,0,6,3,0,0,0,2,5
"OTU220",4,1,18,4,6,3,3,2,6,4,5,5,32,34,20,21,64,17,8,28,34,9,2,17,9,56,14,33,15,32,1,8,16,12,10,5
"OTU221",22,8,16,16,6,1,3,2,3,5,4,3,4,1,4,4,5,3,3,3,5,7,22,4,9,37,19,27,20,48,11,7,20,7,39,118
"OTU222",18,63,20,21,19,5,14,29,17,34,20,33,5,5,4,2,12,3,3,3,4,2,8,12,6,32,16,7,9,39,121,13,12,3,12,34
"OTU223",73,65,97,62,57,31,21,25,28,46,52,86,3,8,8,1,9,3,5,4,4,5,0,7,15,46,24,26,16,34,32,21,19,14,14,19
"OTU224",45,69,76,108,80,114,69,152,127,75,128,80,52,86,148,27,75,97,117,96,107,99,45,58,22,20,15,17,27,12,22,25,13,18,28,24
"OTU225",1,1,5,5,2,1,4,0,0,1,0,0,50,0,0,50,28,14,6,5,10,3,3,5,9,24,2,47,25,120,0,1,0,0,0,0
"OTU226",19,13,22,30,26,33,64,41,44,45,49,36,48,103,89,35,56,46,40,88,89,67,23,55,31,69,25,35,37,99,55,77,49,53,25,43
"OTU227",9,8,10,7,4,4,11,4,4,6,22,8,96,148,58,95,152,61,39,140,154,94,73,87,8,18,7,7,15,37,18,26,12,31,15,18
"OTU1086",0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,1,3,1,1,0,0,0,0,0,0,3,0,1,0,0,2
"OTU1087",0,0,4,0,2,0,7,1,2,8,1,1,11,17,4,13,15,4,8,20,12,4,2,5,7,9,8,3,26,16,10,29,11,14,18,30
"OTU722",1,5,3,1,1,0,6,2,4,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU775",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,0,2,2,0,1,0,1,0,3
"OTU1082",1,4,1,1,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
"OTU569",6,0,4,11,29,36,5,0,3,0,0,0,4,10,2,3,13,19,23,5,1,1,1,6,6,2,1,6,19,1,0,0,1,2,1,0
"OTU1080",0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"OTU1081",0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,1,3,3,1,0,1,0
"OTU810",2,0,0,0,1,0,0,1,3,3,0,2,2,4,0,0,1,1,0,8,5,0,0,2,1,3,0,1,5,4,3,5,9,11,4,3
"OTU956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU568",7,5,11,2,1,1,8,2,3,10,7,5,11,9,2,12,15,2,2,4,10,2,7,6,0,9,5,0,1,9,5,11,4,8,0,2
"OTU907",0,1,1,2,1,0,3,4,2,5,0,1,2,1,0,0,0,0,2,0,0,0,0,0,1,6,0,2,0,2,1,1,0,0,0,1
"OTU1088",1,0,0,0,1,1,9,0,1,0,4,1,2,6,2,0,3,0,3,7,5,10,0,6,4,5,1,0,5,14,8,2,5,10,2,5
"OTU957",53,62,165,222,123,182,154,316,360,169,192,170,87,207,255,53,182,124,152,173,163,139,60,139,177,377,74,332,297,233,132,194,203,113,138,141
"OTU1024",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"OTU906",2,1,0,1,0,0,1,1,1,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,1,17,0,0,0,4,10,3,0,1,1
"OTU770",12,17,17,3,0,1,0,1,1,2,15,4,7,1,1,1,5,2,0,4,2,11,6,0,0,1,8,0,3,0,2,7,0,3,0,0
"OTU1025",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,3,0,0,0,1,0,0,0,0,0
"OTU771",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,17,0,0,0,24,7,4,0,0,0
"OTU714",0,2,1,4,2,0,4,6,6,3,3,3,1,4,5,1,5,0,1,5,2,4,2,6,4,4,1,1,3,8,2,7,6,1,4,6
"OTU1026",1,6,1,3,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,10,0,0,1,4,5,3,0,4,0,0,1,0,0
"OTU893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,6,8,3,1,0,1,3,0,0,0
"OTU1027",0,1,0,1,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
"OTU358",0,2,0,0,0,0,0,0,1,0,2,1,10,22,8,9,7,13,11,18,28,18,17,20,5,1,0,0,1,1,3,0,1,4,0,1
"OTU359",7,11,13,8,1,7,15,4,6,9,14,13,13,18,5,16,21,9,3,21,29,22,12,5,11,26,31,7,6,11,38,30,12,18,7,7
"OTU428",32,54,39,3,2,6,13,17,12,22,38,20,0,0,1,1,1,2,2,4,2,7,7,2,2,9,11,3,5,2,33,21,14,18,7,5
"OTU429",0,0,0,0,0,2,2,3,1,0,0,0,0,4,9,1,3,2,3,4,2,1,1,4,2,3,3,6,17,28,2,4,5,16,17,26
"OTU354",12,37,5,8,8,0,7,0,1,18,5,19,2,0,0,2,7,2,0,5,10,7,7,0,0,1,4,1,1,0,8,3,1,2,0,0
"OTU355",5,3,9,13,10,9,17,48,33,26,6,20,12,20,20,4,16,14,4,19,10,5,4,6,3,13,2,9,10,13,7,7,16,8,15,28
"OTU356",2,0,0,4,26,50,5,5,10,2,0,1,1,4,7,0,3,22,186,1,2,1,1,24,27,1,0,17,27,1,2,2,2,0,8,4
"OTU357",6,3,7,1,1,1,46,14,2,0,4,0,7,3,4,3,3,4,4,1,3,5,4,8,0,0,1,1,1,22,0,1,0,0,0,4
"OTU350",2,4,6,7,3,3,0,0,3,2,3,4,8,4,6,9,14,12,4,5,4,8,14,4,20,26,28,28,11,2,35,38,24,29,22,2
"OTU351",3,3,1,20,19,69,18,3,6,1,1,2,0,1,15,1,2,19,47,1,2,3,0,61,19,3,2,21,61,23,1,1,3,1,3,7
"OTU352",12,23,22,11,8,16,41,20,21,36,47,29,16,33,16,17,18,9,16,33,44,31,12,21,14,25,19,16,17,48,20,36,26,31,15,43
"OTU353",6,7,30,13,10,13,23,39,30,44,32,48,2,6,0,1,2,1,3,4,3,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0
"OTU646",0,3,2,3,1,1,6,8,4,13,8,2,18,25,5,34,10,1,7,15,14,9,4,24,4,33,21,6,19,14,9,22,2,14,18,12
"OTU647",1,5,5,4,4,4,8,14,6,17,4,6,8,5,3,7,1,1,1,10,9,4,3,7,1,1,5,2,5,3,5,10,8,5,4,6
"OTU644",3,3,7,6,9,8,22,14,15,18,16,11,7,6,5,5,2,1,2,5,3,3,1,2,0,1,0,0,2,2,0,0,1,1,1,1
"OTU645",0,2,1,1,0,2,5,5,4,2,2,1,1,3,4,1,1,2,1,5,3,3,1,8,2,1,1,0,3,9,2,2,1,2,0,1
"OTU642",1,0,3,0,0,0,1,2,0,0,0,2,1,1,1,1,9,5,12,1,0,0,1,19,3,6,1,1,1,1,0,2,1,1,0,1
"OTU643",13,13,4,1,0,1,1,0,3,1,5,0,1,2,2,16,1,0,0,2,3,6,15,1,0,0,2,0,0,5,0,0,0,1,0,0
"OTU129",42,65,60,60,26,30,78,83,61,75,108,127,87,112,86,54,136,98,71,181,199,175,104,56,37,87,47,56,43,82,100,113,125,90,69,95
"OTU128",30,111,47,20,101,83,277,289,202,164,128,86,30,28,36,31,12,17,26,42,31,63,50,41,14,177,34,1,46,156,66,44,21,24,23,219
"OTU127",22,24,23,52,57,62,35,106,64,36,37,36,139,204,312,100,127,188,240,208,170,138,120,138,271,269,205,263,463,281,477,257,266,180,240,325
"OTU126",67,0,138,78,27,78,71,3,3,15,7,20,113,37,26,86,219,72,23,56,53,15,1,95,50,156,81,98,50,38,3,14,27,22,10,3
"OTU125",22,0,18,132,170,188,9,3,74,10,0,2,3,1,4,1,8,18,31,1,0,1,0,24,18,7,4,22,89,4,0,0,3,2,1,4
"OTU124",27,8,27,202,190,118,1,0,14,4,2,1,27,13,3,45,60,168,160,5,6,5,10,34,45,35,45,63,70,5,6,1,0,1,3,4
"OTU123",215,162,200,27,29,68,43,24,37,34,136,28,191,89,48,97,103,43,55,64,101,180,200,83,31,56,84,25,54,16,139,84,41,94,60,36
"OTU122",60,95,96,57,38,47,134,37,51,53,211,58,29,24,6,25,36,20,17,42,50,58,37,22,9,27,25,15,10,29,82,36,16,9,5,3
"OTU121",70,97,99,70,115,97,647,324,190,334,169,157,242,372,201,156,103,54,88,318,235,160,87,180,49,224,192,41,207,398,242,225,138,244,184,238
"OTU120",39,89,71,48,44,107,351,213,138,128,181,128,44,169,145,35,75,42,46,132,124,126,60,176,19,57,28,23,66,143,69,44,58,62,44,75
"OTU1171",0,0,2,0,0,0,13,4,0,0,0,0,0,1,2,3,0,0,2,0,0,3,1,5,0,0,3,0,1,2,1,0,0,1,1,0
"OTU909",0,0,1,4,5,6,0,0,0,0,0,0,0,0,0,1,1,13,16,0,1,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0
"OTU778",0,1,1,5,1,0,0,2,1,5,0,3,0,0,2,0,4,0,0,1,2,0,1,1,0,0,2,0,0,0,1,2,0,0,0,1
"OTU489",0,3,0,0,0,0,0,0,1,1,0,0,19,7,5,20,17,2,1,9,7,7,25,4,0,1,1,0,0,1,0,0,0,0,0,0
"OTU555",14,17,5,2,1,0,0,0,0,0,11,5,8,4,1,11,4,1,3,3,7,4,13,1,1,5,18,2,2,7,32,13,8,3,4,14
"OTU905",0,0,1,0,0,1,0,1,0,1,0,0,3,0,3,3,3,3,6,5,4,6,6,5,1,0,3,0,2,4,6,0,1,0,1,1
"OTU904",0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,5,9,2,11,5,4,0,0,1,1,0,1
"OTU858",0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,7,0,1,0,1,0
"OTU779",1,0,2,0,1,0,1,0,1,1,3,0,3,3,1,2,8,4,2,6,4,3,2,3,0,0,0,0,0,0,2,0,0,0,0,0
"OTU901",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,15,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"OTU900",0,4,4,0,1,1,1,0,2,1,7,3,0,1,0,4,1,1,0,0,1,4,3,0,1,1,3,0,0,0,5,0,0,0,0,1
"OTU903",0,2,1,0,1,1,12,3,1,4,2,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU902",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0
"OTU1172",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1173",0,0,0,0,1,2,2,1,0,0,1,2,1,3,1,0,1,0,1,1,0,0,0,0,0,1,2,0,1,0,1,1,1,0,0,1
"OTU1170",0,0,0,1,0,0,1,0,1,1,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,3,2,2,0,0
"OTU1140",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1176",0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1177",20,17,21,17,31,20,3,14,15,19,2,4,82,7,54,54,59,70,92,33,32,43,84,15,14,4,5,5,2,1,7,2,16,10,19,6
"OTU1174",0,0,2,2,1,0,4,0,0,0,1,0,2,0,0,0,1,1,1,1,1,1,0,0,2,0,0,0,1,2,1,1,1,1,1,2
"OTU1175",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0
"OTU1147",0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,2,6,0,0,0,0,4,1,0,0,2,6,0,0,0,0,0,0,1
"OTU1178",9,12,36,21,47,39,25,29,23,27,17,13,22,76,11,11,13,6,25,10,6,26,13,48,6,18,12,2,26,22,10,7,6,23,17,55
"OTU1179",1,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,3,0,0,1,2,0,1,0,0,0,0,0
"OTU727",0,4,0,0,1,0,0,0,0,0,3,0,4,1,1,4,2,0,0,4,5,19,27,0,0,0,2,0,0,1,6,1,0,0,0,0
"OTU1022",0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,3,1,0,0,0,0,0
"OTU1146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"OTU633",2,5,3,6,0,2,3,7,4,4,2,3,9,7,5,10,4,3,8,4,13,10,14,12,2,7,1,2,1,3,4,1,2,1,4,7
"OTU632",1,1,8,16,7,4,18,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU631",0,0,1,2,3,3,3,6,9,11,3,4,1,6,1,1,2,1,1,5,3,2,1,4,0,3,2,0,2,4,2,4,0,1,0,6
"OTU630",5,0,7,29,50,5,0,1,0,19,0,2,0,3,0,0,2,2,4,1,2,0,0,0,4,12,1,4,0,0,2,0,1,1,0,0
"OTU637",7,2,3,2,2,0,0,0,0,0,3,1,5,1,5,9,8,5,1,2,5,2,5,1,0,1,0,1,2,0,0,1,2,0,5,2
"OTU636",2,0,1,0,1,0,0,0,0,0,1,0,1,6,4,0,4,3,0,2,2,2,0,1,3,5,4,1,2,5,2,3,4,7,2,3
"OTU635",9,10,15,12,5,6,13,7,13,16,19,11,4,7,5,2,3,1,5,9,6,3,2,6,3,12,11,5,10,29,13,5,6,6,3,14
"OTU634",1,0,3,5,2,2,7,3,0,5,3,2,0,4,5,2,2,0,0,0,0,1,0,3,1,5,0,2,1,4,0,3,0,1,0,1
"OTU1073",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"OTU1072",0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,3,0,2,1,1,0,1,0,1,0,0,0,3,0,0,1,0,0,1
"OTU639",0,1,4,0,3,4,4,1,2,4,2,3,1,6,5,0,1,2,1,10,4,4,0,4,1,4,2,4,1,2,2,3,1,6,2,2
"OTU638",0,0,1,0,0,1,1,1,0,1,1,1,3,0,1,2,3,0,1,0,0,0,3,0,0,5,2,4,1,13,4,7,6,2,2,2
"OTU1077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU1076",1,0,1,0,0,0,7,0,1,0,0,0,0,3,0,1,1,1,0,1,0,0,0,3,0,1,3,0,2,3,1,0,0,0,1,0
"OTU1075",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
"OTU1074",0,0,0,0,1,0,2,1,0,2,0,0,2,2,1,0,0,0,0,0,1,0,0,1,0,3,3,1,0,3,0,0,0,0,0,0
"OTU14",1528,1124,1711,2843,2174,1399,92,323,1128,1395,1197,1544,17,11,13,10,12,38,20,14,19,13,10,12,77,25,41,66,29,11,22,30,55,32,58,23
"OTU15",6,7,5,9,7,17,11,9,3,6,6,9,1,9,4,4,2,12,2,9,7,4,5,2,266,1039,401,329,469,1443,777,1037,1143,825,403,708
"OTU16",10,11,29,168,525,1062,276,198,388,85,9,22,13,333,390,2,74,338,1025,102,24,26,11,1501,364,78,10,266,666,133,9,10,37,44,150,49
"OTU17",353,32,630,917,492,554,275,397,527,363,124,184,559,617,550,592,1062,736,538,626,515,226,131,532,307,561,275,650,469,1066,28,132,131,80,484,838
"OTU10",797,591,1175,768,448,514,632,831,1057,1294,1057,2249,9,7,2,15,4,7,5,11,8,52,7,4,47,134,185,51,81,293,166,262,217,200,194,274
"OTU11",1643,466,1319,1552,674,556,39,170,358,394,347,701,56,17,31,52,43,38,33,25,15,24,29,21,238,199,317,256,113,41,95,47,153,77,187,119
"OTU12",692,2070,398,30,6,9,17,12,27,93,642,242,261,90,20,1240,134,14,8,147,144,378,869,22,7,96,499,11,6,24,785,265,110,43,20,18
"OTU13",896,528,479,120,34,40,46,42,73,101,252,195,923,151,119,1417,487,144,83,213,272,696,450,171,4,78,25,1,1,6,10,11,4,16,0,4
"OTU18",3569,1902,2056,3490,2935,1711,222,575,1173,996,692,1317,306,62,136,324,201,532,270,129,198,227,346,45,142,75,105,123,62,12,75,422,47,49,94,38
"OTU19",28,43,39,182,422,777,821,606,1001,235,47,75,157,1164,1511,78,305,384,1422,451,245,104,89,1760,77,66,39,72,248,118,72,70,89,196,154,126
"OTU949",1,3,1,2,1,0,0,3,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,11,1,2,0,4,1,3,2,2,1
"OTU1149",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"OTU839",1,5,4,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,1,0,5,0,2,0,2,1
"OTU838",3,0,0,0,4,1,1,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"OTU831",1,0,2,3,2,4,7,1,5,2,5,1,1,6,2,0,6,0,0,2,1,5,0,4,0,9,0,1,6,3,2,4,2,4,2,3
"OTU830",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU832",0,2,1,0,0,0,2,0,1,2,2,2,3,6,0,0,0,2,1,2,4,4,1,0,0,4,1,1,0,2,3,2,1,1,0,3
"OTU835",0,3,0,1,0,0,3,1,5,3,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1
"OTU834",3,0,0,0,6,0,7,1,1,1,1,11,2,2,7,3,4,1,2,4,1,2,2,1,0,0,0,0,1,0,1,0,2,0,1,2
"OTU837",0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,7,13,2,0,0,0,0,0,1
"OTU836",3,3,4,2,1,1,0,2,2,2,2,4,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"OTU1107",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
"OTU747",28,28,12,4,0,2,3,2,1,1,6,1,7,5,0,15,8,2,2,4,8,18,60,1,1,5,35,4,3,2,18,6,0,3,0,0
"OTU1105",0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,0,0,2,0,1,0,0,1,0,0,0,1,2,4,0,0,0,1,0,0
"OTU1078",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,3,1,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1103",0,0,1,2,3,0,2,0,2,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"OTU1102",1,0,3,0,2,3,8,1,3,2,2,1,1,0,0,1,2,0,0,0,1,1,1,1,0,5,1,0,3,1,0,2,0,0,0,1
